first_name,id,total_publications,research_orgs,last_name,orcid_id,full_name,url
Ernst Wolfgang,ur.013537400103.23,255,"[{'id': 'grid.5164.6', 'acronym': 'TUC', 'name': 'Clausthal University of Technology', 'country_name': 'Germany'}, {'id': 'grid.6546.1', 'name': 'Technical University of Darmstadt', 'country_name': 'Germany'}, {'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}, {'id': 'grid.440789.6', 'acronym': 'STU', 'name': 'Slovak University of Technology in Bratislava', 'country_name': 'Slovakia'}]",Kreutz,,Ernst Wolfgang Kreutz,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.013537400103.23
Arnold,ur.016702203653.86,178,"[{'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}, {'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.255966.b', 'acronym': 'FIT', 'name': 'Florida Institute of Technology', 'country_name': 'United States'}, {'id': 'grid.4561.6', 'acronym': 'FHG', 'name': 'Fraunhofer Society', 'country_name': 'Germany'}]",Gillner,,Arnold Gillner,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.016702203653.86
Konrad,ur.011746223501.50,103,"[{'id': 'grid.417971.d', 'acronym': 'IITB', 'name': 'Indian Institute of Technology Bombay', 'country_name': 'India'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}, {'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Wissenbach,,Konrad Wissenbach,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.011746223501.50
Alexander M,ur.013521014336.52,82,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Olowinsky,,Alexander M Olowinsky,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.013521014336.52
Hans Dieter,ur.01057157176.00,81,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Hoffmann,,Hans Dieter Hoffmann,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01057157176.00
Willi J,ur.01360435505.35,76,"[{'id': 'grid.6546.1', 'name': 'Technical University of Darmstadt', 'country_name': 'Germany'}, {'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Neff,,Willi J Neff,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01360435505.35
Andreas,ur.013003224315.27,76,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.5164.6', 'acronym': 'TUC', 'name': 'Clausthal University of Technology', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}, {'id': 'grid.13829.31', 'acronym': 'MPIE', 'name': 'Max Planck Institute for Iron Research', 'country_name': 'Germany'}]",Weisheit,,Andreas Weisheit,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.013003224315.27
Klaus,ur.011474141075.90,76,"[{'id': 'grid.9613.d', 'acronym': 'FSU', 'name': 'Friedrich Schiller University Jena', 'country_name': 'Germany'}, {'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}]",Bergmann,,Klaus Bergmann,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.011474141075.90
Andres,ur.016216077663.00,73,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}]",Gasser,,Andres Gasser,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.016216077663.00
Martin,ur.013351223127.32,72,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Traub,,Martin Traub,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.013351223127.32
Bernd,ur.010661623155.74,53,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Jungbluth,,Bernd Jungbluth,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.010661623155.74
Rolf,ur.0651740313.41,51,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Wester,['0000-0002-7104-3257'],Rolf Wester,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0651740313.41
Wilhelm,ur.0735624616.19,50,"[{'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}, {'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.435016.5', 'name': 'TRUMPF (Germany)', 'country_name': 'Germany'}]",Meiners,,Wilhelm Meiners,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0735624616.19
David A,ur.013532547513.93,47,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}]",Wesner,,David A Wesner,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.013532547513.93
Martin M,ur.012741102613.69,46,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}, {'id': 'grid.466709.a', 'acronym': 'IVV', 'name': 'Fraunhofer Institute for Process Engineering and Packaging', 'country_name': 'Germany'}]",Wehner,['0000-0003-0797-3369'],Martin M Wehner,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.012741102613.69
Dirk,ur.010226052301.59,41,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Petring,,Dirk Petring,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.010226052301.59
Volker,ur.0712207377.06,40,"[{'id': 'grid.6546.1', 'name': 'Technical University of Darmstadt', 'country_name': 'Germany'}, {'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Sturm,,Volker Sturm,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0712207377.06
Edgar,ur.015702720763.01,35,"[{'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}, {'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Willenborg,,Edgar Willenborg,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.015702720763.01
Johannes,ur.0766415000.77,33,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.450272.6', 'acronym': 'MPQ', 'name': 'Max Planck Institute of Quantum Optics', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}]",Weitenberg,,Johannes Weitenberg,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0766415000.77
Jens,ur.014641726426.99,32,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Holtkamp,,Jens Holtkamp,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.014641726426.99
Stefan,ur.0640452463.78,31,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}]",Hengesbach,,Stefan Hengesbach,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0640452463.78
Norbert,ur.015677745415.85,31,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}]",Pirch,,Norbert Pirch,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.015677745415.85
Peter,ur.016170211151.66,30,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Abels,,Peter Abels,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.016170211151.66
Konstantin,ur.015415312235.36,29,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}]",Boucke,,Konstantin Boucke,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.015415312235.36
Uwe,ur.01150551330.91,27,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Habich,,Uwe Habich,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01150551330.91
Peter,ur.0626502176.33,27,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}]",Russbueldt,,Peter Russbueldt,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0626502176.33
Peter,ur.013726561207.54,26,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}]",Rußbüldt,,Peter Rußbüldt,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.013726561207.54
Dominik,ur.01310625170.22,25,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Esser,,Dominik Esser,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01310625170.22
Kolja,ur.012033164037.28,25,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Nicklaus,,Kolja Nicklaus,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.012033164037.28
Ulrich,ur.011131707256.52,25,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}, {'id': 'grid.4561.6', 'acronym': 'FHG', 'name': 'Fraunhofer Society', 'country_name': 'Germany'}]",Thombansen,,Ulrich Thombansen,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.011131707256.52
Cord,ur.014533001637.47,23,"[{'id': 'grid.10493.3f', 'name': 'University of Rostock', 'country_name': 'Germany'}, {'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.440996.6', 'acronym': 'IAP', 'name': 'Leibniz Institute of Atmospheric Physics at the Rostock University', 'country_name': 'Germany'}]",Fricke-Begemann,,Cord Fricke-Begemann,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.014533001637.47
Markus,ur.014204455447.83,23,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}]",Niessen,,Markus Niessen,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.014204455447.83
Ulrich,ur.016171245055.87,22,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Witte,,Ulrich Witte,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.016171245055.87
Michael,ur.013153325360.01,22,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Strotkamp,['0000-0003-1017-3813'],Michael Strotkamp,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.013153325360.01
Claudia,ur.010412562577.56,21,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Hartmann,,Claudia Hartmann,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.010412562577.56
Oliver,ur.015716706741.43,19,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Fitzau,,Oliver Fitzau,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.015716706741.43
Heinz-Dieter,ur.01216664530.66,18,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Plum,,Heinz-Dieter Plum,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01216664530.66
Martin,ur.016710420525.96,17,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}]",Reininghaus,,Martin Reininghaus,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.016710420525.96
Thomas,ur.016325776642.26,17,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Westphalen,,Thomas Westphalen,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.016325776642.26
Jens,ur.012254564155.10,17,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Geiger,,Jens Geiger,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.012254564155.10
Jens,ur.016452531343.14,16,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Gedicke,,Jens Gedicke,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.016452531343.14
Martin,ur.012162673061.84,16,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Giesberts,,Martin Giesberts,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.012162673061.84
Michael,ur.010624231722.37,16,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Leers,,Michael Leers,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.010624231722.37
Oliver,ur.07462537737.30,16,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}]",Rosier,,Oliver Rosier,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.07462537737.30
Jens,ur.011642027107.63,16,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Löhring,,Jens Löhring,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.011642027107.63
Markus Benjamin,ur.014273352105.90,15,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}]",Wilms,,Markus Benjamin Wilms,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.014273352105.90
Jochen,ur.07641421431.66,15,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Wueppen,,Jochen Wueppen,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.07641421431.66
Christoph,ur.0773033211.07,15,"[{'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}, {'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Janzen,,Christoph Janzen,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0773033211.07
Christian,ur.013441034133.44,14,"[{'id': 'grid.255966.b', 'acronym': 'FIT', 'name': 'Florida Institute of Technology', 'country_name': 'United States'}, {'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Fornaroli,,Christian Fornaroli,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.013441034133.44
Johannes,ur.07654526000.54,14,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}]",Finger,,Johannes Finger,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.07654526000.54
Dietmar,ur.01102436130.37,14,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Ehrlichmann,,Dietmar Ehrlichmann,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01102436130.37
Joachim,ur.012445511621.00,13,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Giesekus,,Joachim Giesekus,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.012445511621.00
Mirko,ur.07560257577.87,13,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Aden,,Mirko Aden,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.07560257577.87
