,FOR,assignee_names,assignees,filing_status,granted_year,id,inventor_names,publication_date,publication_ids,times_cited,title,year
24,"[{'id': '2471', 'name': '0306 Physical Chemistry (incl. Structural)'}]","[""Commissariat à l'énergie atomique et aux énergies alternatives""]","[{'id': 'grid.5583.b', 'acronym': 'CEA', 'name': 'Atomic Energy and Alternative Energies Commission', 'country_name': 'France'}]",Application,,WO-2017032939-A1,"['VINCENT, Rémi', 'HLADYS, Bertrand', 'TREMBLAY, DENIS']",2017-03-02,"['pub.1056126415', 'pub.1062152703']",0,FUEL CELL FOR OPTIMISING AIR HUMIDIFICATION,2016
25,"[{'id': '3053', 'name': '1103 Clinical Sciences'}]",['KELNER ROMAN'],,Grant,2016.0,US-9522126-B2,['Roman Kelner'],2016-12-20,['pub.1044276955'],0,Treatment of skin and mucosal superficial wounds using adrenergic receptor agonists,2015
26,"[{'id': '2581', 'name': '0601 Biochemistry and Cell Biology'}]","['Oxford Nanopore Technologies Ltd', 'OXFORD NANOPORE TECH LTD']","[{'id': 'grid.437060.6', 'name': 'Oxford Nanopore Technologies (United Kingdom)', 'country_name': 'United Kingdom'}]",Grant,2017.0,US-9758823-B2,"['Ruth Moysey', 'Andrew John Heron']",2017-09-12,"['pub.1016842209', 'pub.1037825752', 'pub.1009365265', 'pub.1043061714', 'pub.1032191022', 'pub.1026077124', 'pub.1048328308', 'pub.1018736339', 'pub.1031903918', 'pub.1012209425', 'pub.1023587305', 'pub.1013618994', 'pub.1012541519', 'pub.1006663312', 'pub.1053903844', 'pub.1055161288', 'pub.1037730007', 'pub.1055706254', 'pub.1055832245', 'pub.1055835598', 'pub.1055837734', 'pub.1033489924', 'pub.1013068623', 'pub.1004337368', 'pub.1056166540', 'pub.1046238968', 'pub.1046781629', 'pub.1021702222', 'pub.1049499011', 'pub.1035500346', 'pub.1014966509', 'pub.1001271085', 'pub.1021183450', 'pub.1053018432', 'pub.1009328534', 'pub.1002455179', 'pub.1005776619', 'pub.1047701189', 'pub.1032193004', 'pub.1009313288', 'pub.1017224196', 'pub.1014974261', 'pub.1014637542', 'pub.1034833476', 'pub.1032701461', 'pub.1015239997', 'pub.1013885624', 'pub.1014762128', 'pub.1043902654', 'pub.1044933553', 'pub.1009887213', 'pub.1030131257', 'pub.1045237858', 'pub.1016730003', 'pub.1040400363', 'pub.1014156399', 'pub.1019971932', 'pub.1034778973', 'pub.1014573302', 'pub.1035771058', 'pub.1044363640', 'pub.1029456019', 'pub.1006225804', 'pub.1041029947', 'pub.1035243563', 'pub.1043838017', 'pub.1030772710', 'pub.1062514556', 'pub.1062601219', 'pub.1004726007', 'pub.1027858069', 'pub.1011874835', 'pub.1032969013', 'pub.1029673044', 'pub.1034841495', 'pub.1019810041', 'pub.1009525804']",0,Enzyme method,2012
27,,"['Kent State University', 'UNIV KENT STATE OHIO']","[{'id': 'grid.258518.3', 'acronym': 'KSU', 'name': 'Kent State University', 'country_name': 'United States'}]",Application,,EP-3291804-A4,"['HUANG, SONGPING D.', 'FRAIZER, Gail C.', 'PERERA, Vindya S.']",2018-05-09,"['pub.1055415572', 'pub.1028460696']",0,"TARGETING INTRACELLULAR COPPER IONS FOR INHIBITING ANGIOGENESIS USING NANOPARTICLES OF TERNARY INORGANIC METAL SULFIDE M1M2S4 (M1, INDEPENDENTLY, IS MG, CA, MN, FE, OR ZN; M2=MO OR W) COMPOUNDS TO TREAT METASTATIC CANCER",2015
28,"[{'id': '3097', 'name': '1106 Human Movement and Sports Science'}]","['Oxford Nanopore Technologies Ltd', 'OXFORD NANOPORE TECH LTD']","[{'id': 'grid.437060.6', 'name': 'Oxford Nanopore Technologies (United Kingdom)', 'country_name': 'United Kingdom'}]",Grant,2017.0,US-9797009-B2,"['Andrew Heron', 'James Clarke', 'Ruth Moysey', 'Elizabeth Jayne Wallace', 'Mark Bruce', 'Lakmal Jayasinghe', 'Domenico Caprotti', 'Szabolcs Soeroes', 'Luke McNeill', 'Mihaela Misca']",2017-10-24,"['pub.1037825752', 'pub.1009365265', 'pub.1032191022', 'pub.1026077124', 'pub.1048328308', 'pub.1018736339', 'pub.1012209425', 'pub.1012541519', 'pub.1055161288', 'pub.1037730007', 'pub.1055706254', 'pub.1055832245', 'pub.1055837734', 'pub.1033489924', 'pub.1046781629', 'pub.1021702222', 'pub.1035500346', 'pub.1014966509', 'pub.1001271085', 'pub.1009328534', 'pub.1002455179', 'pub.1005776619', 'pub.1032193004', 'pub.1009313288', 'pub.1017224196', 'pub.1014637542', 'pub.1034833476', 'pub.1013885624', 'pub.1043902654', 'pub.1009887213', 'pub.1030131257', 'pub.1045237858', 'pub.1040400363', 'pub.1019971932', 'pub.1034778973', 'pub.1014573302', 'pub.1035771058', 'pub.1044363640', 'pub.1029456019', 'pub.1030772710', 'pub.1004726007', 'pub.1027858069', 'pub.1011874835', 'pub.1029673044', 'pub.1034841495', 'pub.1019810041', 'pub.1009525804']",1,Enzyme construct,2013
29,"[{'id': '2746', 'name': '0801 Artificial Intelligence and Image Processing'}]","['Olympus Corp', 'OLYMPUS CORP', 'SATO SAICHI']","[{'id': 'grid.471236.5', 'acronym': 'OSIS', 'name': 'Olympus (Japan)', 'country_name': 'Japan'}]",Application,,US-20130033519-A1,['Saichi Sato'],2013-02-07,['pub.1012876731'],4,"INSPECTION IMAGE DISPLAY APPARATUS, INSPECTION IMAGE DISPLAY METHOD AND STORAGE MEDIUM",2012
30,"[{'id': '2790', 'name': '0806 Information Systems'}]","['AT&T Intellectual Property I LP', 'AT&T Mobility II LLC', 'AT & T IP I LP', 'AT & T MOBILITY II LLC', 'AT & T IP I LP']","[{'id': 'grid.431860.8', 'name': 'AT&T (United States)', 'country_name': 'United States'}]",Grant,2017.0,US-9668103-B1,"['Greg W. Edwards', 'MICHAEL LATTANZI', 'CONSTANCE MISSIMER', 'James Pratt']",2017-05-30,['pub.1027936929'],1,Method and apparatus for management of location information,2015
31,"[{'id': '2581', 'name': '0601 Biochemistry and Cell Biology'}]","['Curadis GmbH', 'CURADIS GMBH']",,Application,,EP-3040075-A1,"['Unteregger, Gerhard']",2016-07-06,"['pub.1030985711', 'pub.1042247909', 'pub.1041326094', 'pub.1024335649', 'pub.1022139071', 'pub.1049756285', 'pub.1016568960']",0,C-19 steroids for inhibiting neovascularization,2014
32,"[{'id': '2837', 'name': '0903 Biomedical Engineering'}]",['WISCONSIN ALUMNI RES FOUND'],"[{'id': 'grid.453773.1', 'acronym': 'WARF', 'name': 'Wisconsin Alumni Research Foundation', 'country_name': 'United States'}]",Application,,WO-2017218635-A2,"['ABBOTT, NICHOLAS', 'KIM, YOUNGKI', 'WANG, XIAOGUANG', 'BUKUSOGLU, Emre']",2017-12-21,"['pub.1030314468', 'pub.1016708652', 'pub.1002305017', 'pub.1001379785', 'pub.1025679697', 'pub.1033256373', 'pub.1012649008', 'pub.1034084463', 'pub.1051846864', 'pub.1008921390', 'pub.1035291981', 'pub.1019350039', 'pub.1055106691', 'pub.1056148249', 'pub.1043866471', 'pub.1015432047', 'pub.1016622853', 'pub.1034632597', 'pub.1050744992', 'pub.1015601292', 'pub.1031651380', 'pub.1053231508', 'pub.1027968318', 'pub.1001857312', 'pub.1018109579', 'pub.1051321285', 'pub.1014496215', 'pub.1010313316', 'pub.1048477836', 'pub.1020310778', 'pub.1008328126', 'pub.1013946876', 'pub.1044906780', 'pub.1035294281', 'pub.1057853764', 'pub.1058068480', 'pub.1000736752', 'pub.1047644251', 'pub.1039321023', 'pub.1006768070', 'pub.1027320763', 'pub.1027743833', 'pub.1007149065', 'pub.1060724035', 'pub.1062453951', 'pub.1045547617', 'pub.1062464991', 'pub.1062556114', 'pub.1049640945', 'pub.1063176556', 'pub.1040195416']",0,ACTIVATED RELEASE OF TARGET MATERIAL TRAPPED IN ANISOTROPIC FLUIDS,2017
33,"[{'id': '2581', 'name': '0601 Biochemistry and Cell Biology'}]","['Oxford Nanopore Technologies Ltd', 'OXFORD NANOPORE TECH LTD', 'OXFORD NANOPORE TECH LTD']","[{'id': 'grid.437060.6', 'name': 'Oxford Nanopore Technologies (United Kingdom)', 'country_name': 'United Kingdom'}]",Grant,2017.0,US-9617591-B2,"['Ruth Moysey', 'Andrew John Heron', 'Szabolcs Soeroes']",2017-04-11,"['pub.1016842209', 'pub.1037825752', 'pub.1009365265', 'pub.1043061714', 'pub.1032191022', 'pub.1048328308', 'pub.1018736339', 'pub.1031903918', 'pub.1012209425', 'pub.1023587305', 'pub.1013618994', 'pub.1012541519', 'pub.1006663312', 'pub.1053903844', 'pub.1055161288', 'pub.1055832245', 'pub.1055835598', 'pub.1055837734', 'pub.1033489924', 'pub.1013068623', 'pub.1004337368', 'pub.1056166540', 'pub.1046238968', 'pub.1046781629', 'pub.1021702222', 'pub.1049499011', 'pub.1035500346', 'pub.1014966509', 'pub.1001271085', 'pub.1021183450', 'pub.1053018432', 'pub.1005776619', 'pub.1047701189', 'pub.1017224196', 'pub.1014974261', 'pub.1014637542', 'pub.1034833476', 'pub.1032701461', 'pub.1015239997', 'pub.1013885624', 'pub.1014762128', 'pub.1043902654', 'pub.1044933553', 'pub.1009887213', 'pub.1030131257', 'pub.1016730003', 'pub.1014156399', 'pub.1019971932', 'pub.1034778973', 'pub.1014573302', 'pub.1035771058', 'pub.1044363640', 'pub.1029456019', 'pub.1006225804', 'pub.1041029947', 'pub.1035243563', 'pub.1043838017', 'pub.1062514556', 'pub.1062601219', 'pub.1004726007', 'pub.1027858069', 'pub.1011874835', 'pub.1032969013', 'pub.1029673044', 'pub.1019810041', 'pub.1009525804']",1,Method for characterising a polynucleotide by using a XPD helicase,2012
34,"[{'id': '2921', 'name': '0912 Materials Engineering'}]","['HAUTE ALSACE, University of', 'Centre National de la Recherche Scientifique CNRS', 'Universite de Montpellier II', 'Universite de Haute Alsace', 'CENTRE NAT RECH SCIENT', 'UNIV HAUTE ALSACE', 'UNIV MONTPELLIER II']","[{'id': 'grid.4444.0', 'acronym': 'CNRS', 'name': 'French National Centre for Scientific Research', 'country_name': 'France'}, {'id': 'grid.121334.6', 'acronym': 'UM', 'name': 'University of Montpellier', 'country_name': 'France'}, {'id': 'grid.9156.b', 'acronym': 'UHA', 'name': 'University of Upper Alsace', 'country_name': 'France'}]",Application,,FR-3014425-A1,"['JAHEL ALI', 'GHIMBEU CAMELIA', 'MONCONDUIT LAURE', 'VIX-GUTERL CATHIE']",2015-06-12,"['pub.1044949072', 'pub.1052816189', 'pub.1018570294', 'pub.1000287672', 'pub.1000944919', 'pub.1013842798']",0,"Carbon composite material comprising particles of a compound capable of forming an alloy with lithium, its use and its preparation",2013
35,"[{'id': '3053', 'name': '1103 Clinical Sciences'}]","['Massachusetts Institute of Technology', 'MASSACHUSETTS INST TECHNOLOGY']","[{'id': 'grid.116068.8', 'acronym': 'MIT', 'name': 'Massachusetts Institute of Technology', 'country_name': 'United States'}]",Grant,2017.0,US-9724396-B2,['Ki Ann Goosens'],2017-08-08,"['pub.1052097722', 'pub.1032390469', 'pub.1010905873', 'pub.1043314543', 'pub.1008433007', 'pub.1035208147', 'pub.1032444456', 'pub.1027500138', 'pub.1039616618', 'pub.1037020473', 'pub.1012686169', 'pub.1050226985', 'pub.1051641163', 'pub.1036420278', 'pub.1004643605', 'pub.1016431565', 'pub.1005061130', 'pub.1027108686', 'pub.1012254081', 'pub.1051562191', 'pub.1051722928', 'pub.1034745054', 'pub.1001655444', 'pub.1039538111', 'pub.1008874480', 'pub.1032492404', 'pub.1043310793', 'pub.1010560713', 'pub.1010887887', 'pub.1048200238', 'pub.1055932684', 'pub.1055950463', 'pub.1039525509', 'pub.1039795518', 'pub.1051815661', 'pub.1040173905', 'pub.1032445048', 'pub.1005174425', 'pub.1028782796', 'pub.1031594100', 'pub.1008418342', 'pub.1029839437', 'pub.1008130330', 'pub.1024144808', 'pub.1010325625', 'pub.1029083960', 'pub.1011014203', 'pub.1012992404', 'pub.1021383612', 'pub.1000386211', 'pub.1010537462', 'pub.1036737776', 'pub.1046891616', 'pub.1014194586', 'pub.1000900478', 'pub.1040248142', 'pub.1044922124', 'pub.1062519227', 'pub.1062687866', 'pub.1002274605', 'pub.1048890887', 'pub.1017232039', 'pub.1063493495', 'pub.1063498827', 'pub.1005478677', 'pub.1027726723', 'pub.1064292695', 'pub.1064294104', 'pub.1008024523', 'pub.1046012217', 'pub.1016911785', 'pub.1021064203', 'pub.1044297755', 'pub.1033380057', 'pub.1034960371', 'pub.1013410703', 'pub.1074561368', 'pub.1074859336', 'pub.1008391052', 'pub.1038910082', 'pub.1026022444', 'pub.1035249171', 'pub.1069187413', 'pub.1069229603', 'pub.1016383313', 'pub.1030196901', 'pub.1078163093', 'pub.1049961249', 'pub.1031327039', 'pub.1000923917', 'pub.1072921946', 'pub.1073710266']",2,Use of antagonists of growth hormone or growth hormone receptor to prevent or treat stress-sensitive psychiatric illness,2014
36,"[{'id': '3053', 'name': '1103 Clinical Sciences'}]","['Massachusetts Institute of Technology', 'MASSACHUSETTS INST TECHNOLOGY']","[{'id': 'grid.116068.8', 'acronym': 'MIT', 'name': 'Massachusetts Institute of Technology', 'country_name': 'United States'}]",Grant,2018.0,US-10039813-B2,['Ki Ann Goosens'],2018-08-07,"['pub.1052097722', 'pub.1034437244', 'pub.1009210644', 'pub.1032390469', 'pub.1046501826', 'pub.1010905873', 'pub.1005825094', 'pub.1043314543', 'pub.1008433007', 'pub.1035208147', 'pub.1032444456', 'pub.1027500138', 'pub.1039616618', 'pub.1051641163', 'pub.1023464712', 'pub.1036420278', 'pub.1049431152', 'pub.1027108686', 'pub.1051562191', 'pub.1001655444', 'pub.1034020583', 'pub.1032492404', 'pub.1043665720', 'pub.1010560713', 'pub.1010887887', 'pub.1048200238', 'pub.1055932684', 'pub.1055950463', 'pub.1021343134', 'pub.1019046140', 'pub.1039795518', 'pub.1047453457', 'pub.1009831102', 'pub.1051815661', 'pub.1040173905', 'pub.1032445048', 'pub.1045285520', 'pub.1005174425', 'pub.1028782796', 'pub.1031594100', 'pub.1008418342', 'pub.1029839437', 'pub.1008130330', 'pub.1033739727', 'pub.1012557043', 'pub.1024144808', 'pub.1010325625', 'pub.1029083960', 'pub.1011014203', 'pub.1012992404', 'pub.1006813511', 'pub.1021383612', 'pub.1048467011', 'pub.1000386211', 'pub.1010537462', 'pub.1036737776', 'pub.1046891616', 'pub.1014194586', 'pub.1053075493', 'pub.1027317146', 'pub.1000900478', 'pub.1040248142', 'pub.1044922124', 'pub.1035573298', 'pub.1023861505', 'pub.1062519227', 'pub.1062687866', 'pub.1002274605', 'pub.1048890887', 'pub.1017232039', 'pub.1063480142', 'pub.1063493269', 'pub.1063493495', 'pub.1063498827', 'pub.1036610601', 'pub.1064246855', 'pub.1005478677', 'pub.1027726723', 'pub.1064292695', 'pub.1064294104', 'pub.1008024523', 'pub.1046012217', 'pub.1016911785', 'pub.1021064203', 'pub.1044297755', 'pub.1033380057', 'pub.1034960371', 'pub.1013410703', 'pub.1074561368', 'pub.1074859336', 'pub.1008391052', 'pub.1038910082', 'pub.1026022444', 'pub.1029706249', 'pub.1035249171', 'pub.1036879743', 'pub.1030913860', 'pub.1069187413', 'pub.1069229603', 'pub.1016383313', 'pub.1050989750', 'pub.1030196901', 'pub.1078163093', 'pub.1049961249', 'pub.1052826661', 'pub.1031327039', 'pub.1000923917', 'pub.1072921946', 'pub.1073710266']",1,Use of antagonists of ghrelin or ghrelin receptor to prevent or treat stress-sensitive psychiatric illness,2013
37,"[{'id': '3053', 'name': '1103 Clinical Sciences'}]","['Massachusetts Institute of Technology', 'MASSACHUSETTS INST TECHNOLOGY']","[{'id': 'grid.116068.8', 'acronym': 'MIT', 'name': 'Massachusetts Institute of Technology', 'country_name': 'United States'}]",Grant,2017.0,US-9821042-B2,['Ki Ann Goosens'],2017-11-21,"['pub.1052097722', 'pub.1032390469', 'pub.1046501826', 'pub.1010905873', 'pub.1043314543', 'pub.1004383486', 'pub.1008433007', 'pub.1035208147', 'pub.1032444456', 'pub.1027500138', 'pub.1039616618', 'pub.1037020473', 'pub.1012686169', 'pub.1050226985', 'pub.1051641163', 'pub.1023464712', 'pub.1036420278', 'pub.1004643605', 'pub.1016431565', 'pub.1021652210', 'pub.1005061130', 'pub.1049431152', 'pub.1027108686', 'pub.1012254081', 'pub.1017770225', 'pub.1051562191', 'pub.1051722928', 'pub.1034745054', 'pub.1001655444', 'pub.1039538111', 'pub.1008874480', 'pub.1032492404', 'pub.1043310793', 'pub.1010560713', 'pub.1010887887', 'pub.1048200238', 'pub.1055950463', 'pub.1039525509', 'pub.1021343134', 'pub.1019046140', 'pub.1039795518', 'pub.1047453457', 'pub.1009831102', 'pub.1051815661', 'pub.1040173905', 'pub.1032445048', 'pub.1045285520', 'pub.1005174425', 'pub.1028782796', 'pub.1031594100', 'pub.1008418342', 'pub.1029839437', 'pub.1008130330', 'pub.1033739727', 'pub.1024144808', 'pub.1010325625', 'pub.1029083960', 'pub.1011014203', 'pub.1012992404', 'pub.1021383612', 'pub.1000386211', 'pub.1010537462', 'pub.1036737776', 'pub.1046891616', 'pub.1014194586', 'pub.1053075493', 'pub.1027317146', 'pub.1032167310', 'pub.1000900478', 'pub.1040248142', 'pub.1044922124', 'pub.1023861505', 'pub.1062519227', 'pub.1062687866', 'pub.1025056247', 'pub.1002274605', 'pub.1048890887', 'pub.1017232039', 'pub.1063480142', 'pub.1063493495', 'pub.1063498827', 'pub.1005478677', 'pub.1027726723', 'pub.1064292695', 'pub.1064294104', 'pub.1008024523', 'pub.1046012217', 'pub.1016911785', 'pub.1021064203', 'pub.1044297755', 'pub.1033380057', 'pub.1034960371', 'pub.1013410703', 'pub.1074561368', 'pub.1074859336', 'pub.1008391052', 'pub.1038910082', 'pub.1026022444', 'pub.1035249171', 'pub.1036879743', 'pub.1030913860', 'pub.1069187413', 'pub.1069229603', 'pub.1016383313', 'pub.1050989750', 'pub.1030196901', 'pub.1078163093', 'pub.1049961249', 'pub.1052826661', 'pub.1031327039', 'pub.1000923917', 'pub.1072921946', 'pub.1073710266']",1,Use of antagonists of ghrelin or ghrelin receptor to prevent or treat stress-sensitive psychiatric illness,2015
38,"[{'id': '2471', 'name': '0306 Physical Chemistry (incl. Structural)'}]","['Printed Energy Pty Ltd', 'PRINTED ENERGY PTY LTD']",,Grant,2018.0,US-10020516-B2,"['Vera N. Lockett', 'John G. Gustafson', 'Alexandra E. Hartman', 'Mark D. Lowenthal', 'William J. Ray']",2018-07-10,"['pub.1020731541', 'pub.1008161988', 'pub.1003858514', 'pub.1029508292', 'pub.1001754622', 'pub.1037445829', 'pub.1030358193', 'pub.1046336621', 'pub.1055417295', 'pub.1027619217', 'pub.1056164527', 'pub.1056165846', 'pub.1038831173', 'pub.1021715973', 'pub.1028873915', 'pub.1048637740', 'pub.1046929393', 'pub.1042798557', 'pub.1004111690', 'pub.1046195746', 'pub.1030205695', 'pub.1020853571', 'pub.1017681842', 'pub.1018885888']",2,Printed energy storage device,2016
39,"[{'id': '2471', 'name': '0306 Physical Chemistry (incl. Structural)'}]","['Printed Energy Pty Ltd', 'NTHDEGREE TECH WORLDWIDE INC']",,Grant,2015.0,US-9136065-B2,"['Vera N. Lockett', 'John G. Gustafson', 'Mark D. Lowenthal', 'William J. Ray']",2015-09-15,"['pub.1047772474', 'pub.1020731541', 'pub.1003858514', 'pub.1025863612', 'pub.1029508292', 'pub.1037445829', 'pub.1046336621', 'pub.1055417295', 'pub.1056164527', 'pub.1038831173', 'pub.1021715973', 'pub.1028873915', 'pub.1046929393', 'pub.1042798557', 'pub.1004111690', 'pub.1046195746', 'pub.1030205695', 'pub.1020853571', 'pub.1017681842', 'pub.1018885888']",10,Diatomaceous energy storage devices,2013
40,"[{'id': '2421', 'name': '0299 Other Physical Sciences'}, {'id': '2409', 'name': '0205 Optical Physics'}]",['UNIV EINDHOVEN TECH'],"[{'id': 'grid.6852.9', 'acronym': 'TU/e', 'name': 'Eindhoven University of Technology', 'country_name': 'Netherlands'}]",Application,,WO-2016096908-A1,"['ALBERTAZZI, Lorenzo', 'PRINS, MENNO WILLEM JOSE', 'ZIJLSTRA, PETER']",2016-06-23,"['pub.1029463336', 'pub.1004970707', 'pub.1050143141', 'pub.1014592616', 'pub.1007861437', 'pub.1017593593', 'pub.1033332411']",1,BIOSENSOR BASED ON SINGLE-MOLECULE FLUORESCENCE DETECTION,2015
41,"[{'id': '3468', 'name': '1701 Psychology'}]","['23andMe Inc', '23ANDME INC']","[{'id': 'grid.420283.f', 'name': '23andMe (United States)', 'country_name': 'United States'}]",Grant,2016.0,US-9367800-B1,"['Chuong Do', 'Eric Durand', 'John Michael Macpherson']",2016-06-14,"['pub.1002907072', 'pub.1023647844', 'pub.1029637356', 'pub.1021496347', 'pub.1017977333', 'pub.1058782138', 'pub.1032827045', 'pub.1046186938', 'pub.1095392643', 'pub.1094287183', 'pub.1093753123', 'pub.1095469053', 'pub.1094215622', 'pub.1061337835', 'pub.1061540971', 'pub.1061541049', 'pub.1061541253', 'pub.1023450761', 'pub.1026766663']",13,Ancestry painting with local ancestry inference,2013
42,"[{'id': '2471', 'name': '0306 Physical Chemistry (incl. Structural)'}]","['Printed Energy Pty Ltd', 'PRINTED ENERGY PTY LTD']",,Grant,2017.0,US-9834447-B2,"['Vera N. Lockett', 'John G. Gustafson', 'Mark D. Lowenthal', 'William J. Ray']",2017-12-05,"['pub.1020731541', 'pub.1003858514', 'pub.1025863612', 'pub.1029508292', 'pub.1037445829', 'pub.1030358193', 'pub.1046336621', 'pub.1055417295', 'pub.1056164527', 'pub.1038831173', 'pub.1021715973', 'pub.1028873915', 'pub.1046929393', 'pub.1042798557', 'pub.1004111690', 'pub.1046195746', 'pub.1030205695', 'pub.1020853571', 'pub.1017681842', 'pub.1018885888']",4,Diatomaceous energy storage devices,2015
43,"[{'id': '2471', 'name': '0306 Physical Chemistry (incl. Structural)'}, {'id': '2921', 'name': '0912 Materials Engineering'}]","['Printed Energy Pty Ltd', 'PRINTED ENERGY PTY LTD']",,Grant,2017.0,US-9825305-B2,"['Vera N. Lockett', 'John G. Gustafson', 'William J. Ray', 'Yasser Salah']",2017-11-21,"['pub.1020731541', 'pub.1008161988', 'pub.1003858514', 'pub.1025863612', 'pub.1029508292', 'pub.1001754622', 'pub.1037445829', 'pub.1030358193', 'pub.1046336621', 'pub.1055417295', 'pub.1027619217', 'pub.1056164527', 'pub.1056165846', 'pub.1038831173', 'pub.1021715973', 'pub.1028873915', 'pub.1048637740', 'pub.1046929393', 'pub.1042798557', 'pub.1004111690', 'pub.1046195746', 'pub.1030205695', 'pub.1020853571', 'pub.1017681842', 'pub.1018885888']",4,Diatomaceous energy storage devices,2017
