,total_grants,id,last_grant_year
787,1,ur.015350356542.51,2019.0
788,12,ur.01310170137.53,2022.0
789,16,ur.0660334032.05,2024.0
790,12,ur.01104742263.37,2020.0
791,24,ur.01150751514.15,2024.0
792,1,ur.0577752122.01,2024.0
793,26,ur.0607606036.45,2022.0
794,1,ur.01146351622.95,2014.0
795,7,ur.01317660746.45,2021.0
796,20,ur.011621612072.18,2020.0
797,4,ur.0716373565.06,2023.0
798,19,ur.010702522444.60,2023.0
799,3,ur.015256016612.78,2009.0
800,0,ur.0757332456.37,
801,0,ur.011474147477.21,
802,0,ur.0666622255.10,
803,2,ur.015112627317.73,2019.0
804,0,ur.01040133416.00,
805,0,ur.0730612261.78,
806,0,ur.01341205376.74,
807,1,ur.01104527557.22,2011.0
808,0,ur.01220674672.05,
809,0,ur.01227371220.19,
810,0,ur.01223413305.46,
811,0,ur.0755410770.71,
812,0,ur.0766454475.58,
813,0,ur.01225247126.20,
814,0,ur.01045403061.13,
815,4,ur.01143222103.28,2023.0
816,0,ur.0633743224.41,
817,0,ur.013436612575.23,
818,0,ur.01256544557.44,
819,0,ur.01313671111.99,
820,5,ur.0612231705.45,2021.0
821,0,ur.01040627623.85,
822,4,ur.01044411633.86,2018.0
823,0,ur.0637276604.74,
824,0,ur.0607052757.43,
825,0,ur.0771733111.06,
826,3,ur.01220430766.48,2024.0
827,0,ur.01014533070.43,
828,0,ur.0751271413.44,
829,0,ur.015164421034.20,
830,18,ur.01116031033.57,2022.0
831,0,ur.01273235755.39,
832,7,ur.0711761543.83,2021.0
833,0,ur.01333170660.04,
834,0,ur.0640611600.21,
835,18,ur.0730065143.43,2024.0
836,0,ur.0735537003.44,
837,0,ur.01341776303.31,
838,5,ur.01174441124.34,2021.0
839,1,ur.01372513422.79,2012.0
840,7,ur.0703617162.46,2018.0
841,1,ur.01113406277.04,2021.0
842,23,ur.01342010713.30,2023.0
843,11,ur.01332444654.75,2023.0
844,0,ur.0721607077.65,
845,11,ur.01346526575.60,2024.0
846,0,ur.01004044406.57,
847,11,ur.01176661505.79,2019.0
848,18,ur.07717657417.22,2023.0
849,2,ur.0664341505.44,2020.0
850,19,ur.01152644406.14,2026.0
851,0,ur.01060742025.61,
852,18,ur.01174702157.48,2024.0
853,17,ur.01341332537.32,2022.0
854,1,ur.01254523225.05,2020.0
855,10,ur.0764502061.49,2021.0
856,0,ur.01365355367.75,
857,26,ur.014030453657.41,2019.0
858,7,ur.01057410143.10,2021.0
859,2,ur.01253727547.17,2007.0
860,2,ur.0702763155.55,2004.0
861,57,ur.014417366562.02,2024.0
862,0,ur.01043074652.15,
863,3,ur.0653346601.16,2022.0
864,3,ur.0772014043.26,2020.0
865,2,ur.010513740717.40,2014.0
866,13,ur.016475360552.84,2019.0
867,11,ur.01122244671.11,2019.0
868,12,ur.01263677437.18,2024.0
869,9,ur.01216703022.43,2022.0
870,23,ur.01343437571.76,2021.0
871,19,ur.01144350430.42,2023.0
872,44,ur.01270537012.68,2021.0
873,13,ur.01230034347.52,2021.0
874,1,ur.0743777762.57,2014.0
875,3,ur.01042672613.79,2015.0
876,3,ur.0626455700.29,2020.0
877,20,ur.0654017457.62,2023.0
878,1,ur.01265606610.67,2013.0
879,29,ur.01072152660.47,2020.0
880,2,ur.01124170231.68,2012.0
881,10,ur.01344451737.47,2023.0
882,2,ur.011234570267.86,2023.0
883,13,ur.0604140657.40,2023.0
884,8,ur.0731607426.14,2020.0
885,3,ur.0653212145.73,2020.0
886,12,ur.01252121116.89,2024.0
887,38,ur.01343322425.29,2022.0
888,19,ur.01060424730.07,2022.0
889,3,ur.0637527306.80,2010.0
890,7,ur.01034450336.26,2022.0
891,0,ur.0635671156.28,
892,0,ur.0734152634.26,
893,2,ur.0736042130.28,2019.0
894,6,ur.01372667073.37,2015.0
895,20,ur.016516477137.93,2023.0
896,0,ur.014501363031.16,
897,0,ur.01344044711.86,
898,0,ur.01174445666.11,
899,36,ur.012622674734.73,2023.0
900,0,ur.013613504614.43,
901,0,ur.01032175075.90,
902,0,ur.016354357071.35,
903,1,ur.0714264440.15,2021.0
904,1,ur.0634264377.67,2013.0
905,3,ur.01066607126.16,2018.0
906,0,ur.01342212613.32,
907,0,ur.0656076721.08,
908,0,ur.013014002502.78,
909,0,ur.01151275734.45,
910,0,ur.0666350247.67,
911,1,ur.01072060034.10,2014.0
912,13,ur.01012127445.47,2015.0
913,8,ur.01060311745.41,2020.0
914,0,ur.0721633133.76,
915,5,ur.01117564210.02,2019.0
916,4,ur.01111134275.07,2021.0
917,0,ur.01122154647.85,
918,8,ur.01042626236.40,2020.0
919,0,ur.01266240154.24,
920,0,ur.01202171720.20,
921,0,ur.01031704537.45,
922,4,ur.013616235007.97,2023.0
923,4,ur.0710763705.45,2017.0
924,0,ur.0632020004.57,
925,0,ur.016714266137.49,
926,3,ur.0626546173.38,2012.0
927,1,ur.0644200212.38,2001.0
928,5,ur.01256024605.99,2022.0
929,9,ur.0734340315.34,2023.0
930,0,ur.01153114652.97,
931,7,ur.01174077303.15,2020.0
932,4,ur.01171021617.61,2015.0
933,0,ur.07454351775.50,
934,3,ur.0627242227.81,2021.0
935,0,ur.0637627064.16,
936,0,ur.0664042013.05,
937,0,ur.01142555627.74,
938,6,ur.01043534370.23,2020.0
939,4,ur.01057211174.02,2020.0
940,1,ur.01036007374.30,2014.0
941,0,ur.01253431334.09,
942,0,ur.0714133215.07,
943,6,ur.01006332473.11,2018.0
944,3,ur.01205631542.42,2020.0
945,3,ur.01041573706.30,2021.0
946,12,ur.0657145251.67,2020.0
947,0,ur.01044765053.88,
948,1,ur.01230220117.55,2015.0
949,0,ur.01077003532.07,
950,14,ur.01005541755.78,2019.0
951,3,ur.01242343515.43,2017.0
952,21,ur.01163517542.31,2022.0
953,1,ur.01170300726.89,1992.0
954,21,ur.01223143620.01,2019.0
955,3,ur.015366547602.30,2015.0
956,7,ur.016464406612.95,2020.0
957,2,ur.013600711637.19,2020.0
958,8,ur.07501246713.08,2023.0
959,3,ur.01252506567.27,2022.0
960,1,ur.015154651745.75,2021.0
961,3,ur.014435572617.39,2021.0
962,0,ur.01201712635.01,
963,4,ur.0576462267.23,2023.0
964,8,ur.01154504771.94,2023.0
965,0,ur.01263651523.67,
966,0,ur.01300516035.03,
967,0,ur.0623451641.96,
968,13,ur.01344557251.86,2023.0
969,1,ur.01154107266.93,2017.0
970,1,ur.01311442026.24,2019.0
971,14,ur.0731647770.27,2023.0
972,2,ur.0702516400.32,2022.0
973,5,ur.0614320530.12,2020.0
974,16,ur.01007325065.71,2024.0
975,10,ur.01252007755.31,2023.0
976,1,ur.01173707176.96,2021.0
977,7,ur.01127227106.35,2024.0
978,0,ur.01050100440.62,
979,19,ur.012522367447.42,2021.0
980,10,ur.01253670741.91,2024.0
981,0,ur.01366662541.49,
982,7,ur.01226555517.74,2021.0
983,1,ur.0633125105.37,2009.0
984,0,ur.01203734052.62,
985,7,ur.01332367622.23,2019.0
986,8,ur.01230277005.30,2023.0
987,14,ur.01273277721.53,2020.0
988,5,ur.01346440237.46,2016.0
989,5,ur.01320377661.56,2023.0
990,23,ur.01204004306.08,2024.0
991,7,ur.015157746657.06,2022.0
992,40,ur.01371335603.13,2021.0
993,1,ur.01350505305.51,1987.0
994,3,ur.01255210350.90,2012.0
995,1,ur.01225215545.96,2019.0
996,34,ur.01115252630.09,2023.0
997,0,ur.01062062720.41,
998,10,ur.0731575762.14,2022.0
999,9,ur.01302305232.60,2022.0
1000,2,ur.013021764377.67,2020.0
1001,40,ur.01201274527.46,2023.0
1002,6,ur.01147125147.00,2024.0
1003,3,ur.01154507440.57,2019.0
1004,0,ur.01060735374.04,
1005,7,ur.01210332264.02,2022.0
1006,1,ur.01114462237.40,2023.0
1007,0,ur.0635134330.89,
1008,13,ur.01153350506.35,2024.0
1009,11,ur.01233412672.61,2023.0
1010,18,ur.0671077530.05,2024.0
1011,1,ur.0771421022.72,2016.0
1012,11,ur.01033315763.32,2021.0
1013,13,ur.01201446563.23,2023.0
1014,25,ur.011541727257.42,2023.0
1015,48,ur.015356157217.08,2019.0
1016,3,ur.01333376013.47,2022.0
1017,0,ur.016600715277.63,
1018,0,ur.013706140257.01,
1019,10,ur.01317570303.86,2016.0
1020,0,ur.016510631251.66,
1021,0,ur.015244553354.01,
1022,0,ur.0666537042.95,
1023,0,ur.01177135760.51,
1024,0,ur.01252623376.51,
1025,1,ur.012272327615.00,2017.0
1026,0,ur.01302701164.27,
1027,0,ur.01230632011.15,
1028,0,ur.01345042647.09,
1029,0,ur.01150647147.79,
1030,0,ur.0617715465.37,
1031,0,ur.01216003450.05,
1032,0,ur.015457120245.13,
1033,11,ur.0716646162.83,2024.0
1034,1,ur.0640241507.39,2012.0
1035,1,ur.0700325643.61,2020.0
1036,0,ur.01054233346.80,
1037,0,ur.0753626413.90,
1038,0,ur.01251165601.38,
1039,0,ur.01355734517.21,
1040,3,ur.0621715401.23,2018.0
1041,0,ur.01352131754.15,
1042,1,ur.0620266371.52,2019.0
1043,1,ur.01142244720.21,2010.0
1044,0,ur.01177146154.31,
1045,1,ur.014613077322.17,2006.0
1046,27,ur.01313030250.72,2017.0
1047,1,ur.01343345617.21,2019.0
1048,0,ur.0703471217.83,
1049,16,ur.0761005474.77,2022.0
1050,4,ur.01014266246.80,2022.0
1051,0,ur.01322260243.91,
1052,27,ur.013742301737.14,2024.0
1053,24,ur.015043215017.69,2022.0
1054,7,ur.01020471101.38,2019.0
1055,10,ur.0703130243.00,2024.0
1056,5,ur.0746317637.63,2020.0
1057,0,ur.01274405570.17,
1058,0,ur.01221137662.59,
1059,0,ur.01051653306.97,
1060,2,ur.01014324530.83,2018.0
1061,1,ur.01320040525.76,2017.0
1062,0,ur.01053344661.28,
1063,0,ur.016254174407.38,
1064,0,ur.01313052166.05,
1065,18,ur.01006220174.19,2018.0
1066,7,ur.01276730537.18,2020.0
1067,0,ur.01275231622.04,
1068,10,ur.01015664064.91,2022.0
1069,13,ur.013750317677.22,2023.0
1070,2,ur.01346343347.18,2015.0
1071,0,ur.0654464567.09,
1072,11,ur.0634761502.26,2023.0
1073,3,ur.01174441767.01,2020.0
1074,27,ur.01012052466.59,2020.0
1075,0,ur.01074650154.25,
1076,2,ur.01116521605.43,2019.0
1077,11,ur.0623777536.76,2017.0
1078,0,ur.01305741055.69,
1079,1,ur.01232035241.84,2024.0
1080,9,ur.01110577373.52,2019.0
1081,9,ur.01032126143.12,2024.0
1082,2,ur.01143002221.43,2003.0
1083,2,ur.01207662552.39,2022.0
1084,8,ur.01145454311.94,2019.0
1085,7,ur.01361622203.97,2016.0
1086,6,ur.0766204577.10,2023.0
1087,12,ur.01117365224.55,2020.0
1088,27,ur.01157360151.74,2023.0
1089,0,ur.01177747600.53,
1090,7,ur.0713540153.74,2020.0
1091,18,ur.01264340371.08,2023.0
1092,0,ur.01314600431.28,
1093,20,ur.01103200601.09,2024.0
1094,1,ur.0651231672.44,2016.0
1095,0,ur.0610550316.44,
1096,6,ur.0632361714.92,2018.0
1097,52,ur.0701353106.90,2020.0
1098,11,ur.01265335422.08,2025.0
1099,11,ur.01274137244.17,2023.0
1100,0,ur.01131101310.00,
1101,2,ur.0713502665.36,2023.0
1102,2,ur.016547631637.99,2011.0
1103,9,ur.01227356663.51,2023.0
1104,0,ur.013217252727.69,
1105,33,ur.010101505177.49,2020.0
1106,0,ur.01156503670.77,
1107,0,ur.01107635252.17,
1108,0,ur.013702271565.04,
1109,3,ur.01140064416.73,2024.0
1110,1,ur.01344702027.36,2015.0
1111,0,ur.0622616751.57,
1112,3,ur.01317535465.30,2019.0
1113,5,ur.0744721723.19,2022.0
1114,0,ur.01065131343.00,
1115,0,ur.01042253275.85,
1116,0,ur.01173745662.60,
1117,0,ur.016004026214.55,
1118,0,ur.014621251612.00,
1119,1,ur.012477746136.44,2008.0
1120,0,ur.01114110222.31,
1121,0,ur.01146115736.52,
1122,0,ur.01002127701.99,
1123,0,ur.01202765725.39,
1124,0,ur.01157300743.10,
1125,1,ur.0624535160.40,2013.0
1126,7,ur.01014226210.16,2024.0
1127,0,ur.01230420745.20,
1128,0,ur.01175501003.71,
1129,0,ur.01264721100.06,
1130,0,ur.01123440557.70,
1131,0,ur.01307135342.00,
1132,0,ur.01001222635.46,
1133,0,ur.01244525742.36,
1134,15,ur.01303323410.18,2024.0
1135,0,ur.0705014626.49,
1136,0,ur.01057234761.61,
1137,32,ur.01012741332.81,2023.0
1138,0,ur.0716442347.54,
1139,3,ur.01035171520.77,2022.0
1140,0,ur.010567612237.43,
1141,5,ur.01331343457.19,2023.0
1142,9,ur.01331505626.25,2019.0
1143,2,ur.0622773500.08,2010.0
1144,0,ur.01342123562.37,
1145,2,ur.01073352754.87,2002.0
1146,6,ur.01363366051.74,2022.0
1147,10,ur.01276760410.78,2022.0
1148,0,ur.011266346001.77,
1149,0,ur.01105220501.02,
1150,24,ur.01203666355.24,2024.0
1151,11,ur.01362474423.61,2023.0
1152,5,ur.01263225337.08,2023.0
1153,7,ur.011656250337.48,2022.0
1154,7,ur.01331017652.06,2020.0
1155,21,ur.01365031571.41,2022.0
1156,19,ur.01311633216.84,2024.0
1157,10,ur.01263622305.88,2019.0
1158,2,ur.0662165614.96,2022.0
1159,7,ur.016474450717.78,2022.0
1160,5,ur.01330007603.07,2024.0
1161,10,ur.0620134357.25,2020.0
1162,0,ur.01016575200.05,
1163,11,ur.0620136570.19,2022.0
1164,1,ur.01053774127.23,2013.0
1165,0,ur.011251153047.07,
1166,0,ur.01253674504.02,
1167,3,ur.01277444604.25,2021.0
1168,6,ur.01313435744.39,2015.0
1169,6,ur.0733254420.37,2014.0
1170,1,ur.01062061716.85,2022.0
1171,0,ur.0650417210.95,
1172,12,ur.013143047737.21,2022.0
1173,4,ur.01157115371.70,2021.0
1174,5,ur.01055436526.26,2017.0
1175,3,ur.01036064351.42,2016.0
1176,2,ur.0752544067.51,2021.0
1177,2,ur.01252166631.67,2018.0
1178,1,ur.01053324561.81,2017.0
1179,12,ur.01223172767.21,2023.0
1180,20,ur.0644121335.54,2024.0
1181,8,ur.0762606447.24,2023.0
1182,57,ur.0615607440.16,2023.0
1183,3,ur.01366500620.93,2024.0
1184,11,ur.014342530100.40,2023.0
1185,4,ur.01046403613.66,2016.0
1186,4,ur.01267366417.52,2021.0
1187,1,ur.013276137112.41,2020.0
1188,21,ur.014434447632.94,2023.0
1189,3,ur.0745107454.60,2022.0
1190,14,ur.01164404501.34,2023.0
1191,24,ur.01144534551.15,2023.0
1192,1,ur.01333534554.85,2019.0
1193,1,ur.01040452443.77,2017.0
1194,17,ur.015707704457.56,2024.0
1195,18,ur.011653475557.88,2020.0
1196,0,ur.016635734517.58,
1197,0,ur.01175337341.49,
1198,3,ur.010624610414.86,2020.0
1199,19,ur.01043025611.21,2024.0
1200,0,ur.01016015762.15,
1201,0,ur.07636110304.21,
1202,0,ur.015355376204.17,
1203,0,ur.0600700627.88,
1204,2,ur.014136527173.60,2021.0
1205,0,ur.013514452167.37,
1206,2,ur.010260323777.84,2023.0
1207,1,ur.01335742362.14,2019.0
1208,0,ur.015232163704.43,
1209,0,ur.010124473420.85,
1210,0,ur.011067034554.31,
1211,0,ur.014501742654.05,
1212,0,ur.010621436254.95,
1213,0,ur.0707074403.00,
1214,0,ur.07367250645.15,
1215,0,ur.0764060223.48,
1216,0,ur.01232637105.21,
1217,0,ur.01052227461.41,
1218,0,ur.01367373757.60,
1219,1,ur.0722271511.73,2016.0
1220,3,ur.01121506061.21,2022.0
1221,1,ur.01010625471.09,2021.0
1222,0,ur.0652601606.92,
1223,0,ur.01264001136.72,
1224,0,ur.0661140130.94,
1225,0,ur.01316021572.68,
1226,0,ur.01117120547.62,
1227,1,ur.0630250354.36,2011.0
1228,0,ur.0650331460.96,
1229,17,ur.0667714372.65,2023.0
1230,2,ur.01167222333.00,2020.0
1231,0,ur.01053372272.65,
1232,10,ur.01351436610.29,2021.0
1233,0,ur.01116645026.59,
1234,0,ur.016206733434.15,
1235,0,ur.0631341604.65,
1236,50,ur.016245415444.19,2022.0
1237,0,ur.01367606205.37,
1238,0,ur.0576403041.49,
1239,0,ur.01301115201.04,
1240,0,ur.01141563067.35,
1241,4,ur.01316140701.98,2013.0
1242,0,ur.01017523331.47,
1243,0,ur.013207765537.45,
1244,0,ur.0672503404.66,
1245,3,ur.01246613004.88,2023.0
1246,1,ur.0705321751.57,2017.0
1247,0,ur.01056260225.77,
1248,7,ur.01074653015.42,2020.0
1249,2,ur.01337301342.46,2020.0
1250,11,ur.01277466554.30,2024.0
1251,5,ur.01231735523.52,2024.0
1252,0,ur.0601174132.78,
1253,4,ur.0776557061.88,2023.0
1254,8,ur.0650030263.00,2023.0
1255,11,ur.016236001377.15,2024.0
1256,1,ur.01121424135.76,2021.0
1257,3,ur.01203275660.33,2021.0
1258,11,ur.0762032250.09,2024.0
1259,0,ur.0737514267.40,
1260,4,ur.01206265632.88,2025.0
1261,15,ur.0737717564.20,2020.0
1262,1,ur.01061343626.02,2016.0
1263,1,ur.01354503354.99,2021.0
1264,10,ur.0600467423.15,2024.0
1265,1,ur.0737335545.73,2021.0
1266,1,ur.01060450761.10,2021.0
1267,1,ur.01206221725.56,2016.0
1268,3,ur.01316374236.04,2019.0
1269,21,ur.0767056320.07,2024.0
1270,14,ur.0657520317.44,2023.0
1271,11,ur.015354522724.72,2024.0
1272,22,ur.016116245104.05,2026.0
1273,13,ur.012051344242.24,2022.0
1274,0,ur.0660445546.65,
1275,7,ur.01231626112.55,2024.0
1276,6,ur.01315057536.62,2013.0
1277,0,ur.01056047406.31,
1278,15,ur.01014657100.55,2026.0
1279,0,ur.0744770531.07,
1280,15,ur.013362555532.46,2017.0
1281,3,ur.0744073202.56,2022.0
1282,0,ur.0601137324.79,
1283,0,ur.07436774517.38,
1284,0,ur.0657304603.00,
1285,6,ur.01046714337.75,2022.0
1286,0,ur.01316532574.84,
1287,23,ur.01111003020.79,2023.0
1288,4,ur.012404741132.65,2024.0
1289,21,ur.012731463207.92,2024.0
1290,10,ur.01257450756.48,2023.0
1291,2,ur.01170105012.61,2018.0
1292,0,ur.01047676202.27,
1293,1,ur.0725766262.28,2022.0
1294,2,ur.0756516237.66,2017.0
1295,72,ur.014513351602.44,2024.0
1296,24,ur.01356675577.09,2022.0
1297,0,ur.016236551505.91,
1298,0,ur.013001340432.35,
1299,0,ur.0710511305.14,
1300,0,ur.0714772246.80,
1301,0,ur.01057061624.91,
1302,0,ur.01047153214.68,
1303,0,ur.015135527201.69,
1304,0,ur.01204647257.38,
1305,0,ur.0707116272.28,
1306,0,ur.0722746015.36,
1307,10,ur.01056713204.62,2022.0
1308,3,ur.01131202346.69,2011.0
1309,0,ur.0735442253.74,
1310,2,ur.01324156052.66,2024.0
1311,3,ur.014535462057.28,2024.0
1312,0,ur.01167370725.61,
1313,0,ur.01326713436.22,
1314,1,ur.0600645042.33,2015.0
1315,0,ur.0644273117.08,
1316,0,ur.0737527073.07,
1317,0,ur.01261350760.10,
1318,0,ur.01242610445.51,
1319,0,ur.01366405346.70,
1320,0,ur.0737441263.00,
1321,0,ur.0725717027.44,
1322,0,ur.01244116054.28,
1323,0,ur.01061362614.78,
1324,0,ur.0606746006.86,
1325,3,ur.0672020271.35,2000.0
1326,0,ur.0707267170.31,
1327,0,ur.01171722751.95,
1328,1,ur.01317142435.65,2017.0
1329,0,ur.01262015413.80,
1330,0,ur.01062064215.05,
1331,0,ur.01352715167.29,
1332,3,ur.01355772070.47,2015.0
1333,0,ur.01370170472.29,
1334,0,ur.07422774077.55,
1335,10,ur.01315774666.85,2020.0
1336,0,ur.01053600272.67,
1337,9,ur.0605725430.68,2022.0
1338,0,ur.0633256337.62,
1339,3,ur.010223261137.51,2024.0
1340,2,ur.01370034316.09,2011.0
1341,0,ur.0740662221.65,
1342,20,ur.011712740677.92,2022.0
1343,0,ur.07675140577.42,
1344,8,ur.0724604220.48,2021.0
1345,21,ur.01233313645.38,2018.0
1346,5,ur.0756503705.63,2016.0
1347,0,ur.01334660040.78,
1348,1,ur.01277357122.18,2012.0
1349,5,ur.01060166672.57,2020.0
1350,0,ur.012071044133.93,
1351,9,ur.0670670604.42,2020.0
1352,2,ur.014451161537.35,2020.0
1353,3,ur.0627357425.48,2021.0
1354,6,ur.01261551270.44,2015.0
1355,12,ur.01011523172.95,2025.0
1356,5,ur.010540634377.64,2013.0
1357,0,ur.011662636102.53,
1358,9,ur.0644440010.48,2024.0
1359,32,ur.011076371162.80,2023.0
1360,23,ur.01107035267.40,2021.0
1361,0,ur.01022325550.35,
1362,0,ur.01074111130.38,
1363,29,ur.01202123201.12,2024.0
1364,13,ur.01327015201.01,2023.0
1365,8,ur.0656631331.10,2022.0
1366,0,ur.01171555551.42,
1367,10,ur.01024467052.58,2024.0
1368,7,ur.01204165664.56,2014.0
1369,11,ur.0705653401.15,2018.0
1370,1,ur.015717270557.78,2024.0
1371,13,ur.0656335277.50,2024.0
1372,20,ur.01264454651.22,2019.0
1373,0,ur.01055157341.94,
1374,1,ur.0736236547.77,2020.0
1375,4,ur.0741227660.18,2018.0
1376,0,ur.01165374433.19,
1377,3,ur.01157520047.65,2021.0
1378,7,ur.01206354534.72,2021.0
1379,0,ur.01205104126.28,
1380,11,ur.01250016667.26,2021.0
1381,0,ur.013111306272.18,
1382,2,ur.0700016243.96,2020.0
1383,3,ur.0607335463.58,2024.0
1384,0,ur.014263416547.25,
1385,8,ur.010572036137.03,2024.0
1386,1,ur.015732055741.64,2011.0
1387,0,ur.013254715244.15,
1388,0,ur.010606072754.28,
1389,0,ur.013245271566.32,
1390,0,ur.01024271726.00,
1391,0,ur.010534312715.56,
1392,0,ur.011316564622.69,
1393,0,ur.015335007144.38,
1394,2,ur.01264401013.58,2015.0
1395,0,ur.0625037406.18,
1396,1,ur.0674446501.26,2010.0
1397,0,ur.01264510173.43,
1398,2,ur.01053704703.20,2022.0
1399,1,ur.01055526562.63,2010.0
1400,0,ur.01061732671.19,
1401,0,ur.0711217256.79,
1402,0,ur.01116216607.59,
1403,0,ur.01100150026.40,
1404,2,ur.0742515742.95,2014.0
1405,1,ur.0722562524.91,2013.0
1406,0,ur.01014523170.42,
1407,0,ur.0627174700.14,
1408,1,ur.0705555777.86,2020.0
1409,1,ur.07374640413.24,2023.0
1410,0,ur.0631004453.12,
1411,0,ur.0651630056.93,
1412,0,ur.01261312554.90,
1413,10,ur.01004150325.07,2021.0
1414,0,ur.01001515760.27,
1415,0,ur.011213327541.41,
1416,0,ur.0771167137.62,
1417,25,ur.07723105632.44,2022.0
1418,1,ur.0755574075.40,2020.0
1419,7,ur.01246530370.86,2020.0
1420,6,ur.010552231015.59,2022.0
1421,10,ur.01270740053.05,2024.0
1422,10,ur.0711040157.07,2020.0
1423,2,ur.0627120234.30,2001.0
1424,5,ur.01131203713.51,2011.0
1425,0,ur.01251367575.51,
1426,6,ur.01172310007.29,2015.0
1427,1,ur.0624257534.57,2020.0
1428,0,ur.01203377330.66,
1429,4,ur.0775510071.66,2024.0
1430,0,ur.01024722205.68,
1431,0,ur.01245261354.85,
1432,0,ur.016255466273.32,
1433,0,ur.014234314077.46,
1434,0,ur.01237034553.36,
1435,1,ur.01336167427.24,2016.0
1436,0,ur.0725365057.92,
1437,14,ur.0741057411.45,2024.0
1438,10,ur.0660010104.55,2020.0
1439,34,ur.01205530423.53,2024.0
1440,21,ur.01310711766.91,2022.0
1441,0,ur.01324351512.85,
1442,5,ur.01236726331.40,2024.0
1443,2,ur.01300102046.39,2020.0
1444,6,ur.015042057437.96,2020.0
1445,5,ur.01057755311.93,2021.0
1446,3,ur.01334414011.76,2023.0
1447,0,ur.01202070115.39,
1448,7,ur.014474476032.82,2019.0
1449,0,ur.013341706221.01,
1450,0,ur.0605554360.12,
1451,1,ur.0633171064.17,2020.0
1452,0,ur.0774534601.25,
1453,1,ur.011412603525.85,2024.0
1454,1,ur.01353736426.26,2004.0
1455,16,ur.012477025162.02,2022.0
1456,1,ur.01120222461.92,2021.0
1457,40,ur.013055324062.39,2021.0
1458,4,ur.010563327577.08,2023.0
1459,1,ur.0632367547.57,2017.0
1460,16,ur.0675661021.71,2019.0
1461,8,ur.0737151630.47,2022.0
1462,0,ur.0710442715.36,
1463,65,ur.01001142010.98,2024.0
1464,4,ur.01120503505.13,2024.0
1465,1,ur.0760442276.14,2003.0
1466,0,ur.01077503571.69,
1467,27,ur.01162002733.02,2016.0
1468,14,ur.0630111303.57,2023.0
1469,0,ur.0630501547.46,
1470,0,ur.016143036623.68,
1471,1,ur.0607045233.26,2018.0
1472,8,ur.0627532352.55,2019.0
1473,0,ur.01167035545.46,
1474,0,ur.011171754312.71,
1475,0,ur.01212143207.47,
1476,9,ur.0776053413.72,2011.0
1477,17,ur.0707430707.14,2020.0
1478,9,ur.01323433057.12,2018.0
1479,0,ur.01162426515.64,
1480,28,ur.01013207657.94,2024.0
1481,0,ur.015074164734.85,
1482,0,ur.0677740170.46,
1483,9,ur.01327036113.15,2020.0
1484,12,ur.01336141514.17,2022.0
1485,2,ur.01170043567.09,2021.0
1486,0,ur.014153032377.54,
1487,10,ur.0707376636.84,2024.0
1488,0,ur.015644273325.22,
1489,13,ur.014447333557.23,2024.0
1490,23,ur.015137622162.20,2023.0
1491,0,ur.01013123234.18,
1492,31,ur.01061405556.84,2024.0
1493,3,ur.01243467607.83,2016.0
1494,15,ur.01047735151.14,2020.0
1495,0,ur.01326721276.40,
1496,0,ur.0700316214.32,
1497,0,ur.01204425567.17,
1498,2,ur.0657440564.85,2017.0
1499,11,ur.01262271410.41,2022.0
1500,0,ur.01262036601.35,
1501,6,ur.01152465300.50,2021.0
1502,9,ur.01054252646.41,2021.0
1503,40,ur.0706115602.32,2024.0
1504,6,ur.014377136177.88,2019.0
1505,27,ur.012111125617.43,2019.0
1506,24,ur.01275753723.09,2021.0
1507,10,ur.0736422041.58,2012.0
1508,73,ur.0632357365.31,2019.0
1509,0,ur.01020563346.81,
1510,0,ur.01050464523.69,
1511,0,ur.01133670254.21,
1512,0,ur.01150657274.00,
1513,0,ur.0741051242.21,
1514,0,ur.014516365511.58,
1515,4,ur.01270436403.77,2019.0
1516,0,ur.01050156101.19,
1517,0,ur.01321260557.48,
1518,0,ur.01206075057.28,
1519,0,ur.01076345523.01,
1520,0,ur.012623463424.35,
1521,0,ur.015361001754.11,
1522,0,ur.07361346227.16,
1523,0,ur.011721260127.20,
1524,0,ur.014145605433.35,
1525,0,ur.0657430004.25,
1526,0,ur.0633355252.71,
1527,0,ur.0627756406.04,
1528,0,ur.01061662006.21,
1529,0,ur.012141210347.48,
1530,0,ur.01370401461.15,
1531,0,ur.0675230535.53,
1532,0,ur.01233214547.67,
1533,0,ur.01231762344.84,
1534,0,ur.01053441440.08,
1535,0,ur.01231462141.50,
1536,2,ur.01110401434.52,2023.0
1537,9,ur.01003466553.33,2025.0
1538,2,ur.0707600450.26,2020.0
1539,0,ur.01021200171.47,
1540,0,ur.0773006021.08,
1541,0,ur.01172110650.60,
