,year,issue,id,pages,type,volume,title,journal.id,journal.title
40614,2011,13,pub.1047880243,5342-5347,article,108,Receptor activator of NF-κB (RANK) stimulates the proliferation of epithelial cells of the epidermo-pilosebaceous unit,jour.1082971,Proceedings of the National Academy of Sciences
40627,2011,10,pub.1055849351,3328-31,article,133,"The room-temperature synthesis of anisotropic CdHgTe quantum dot alloys: a ""molecular welding"" effect.",jour.1081898,Journal of the American Chemical Society
40630,2011,3,pub.1055154521,455-65,article,22,(⁹⁹m)Tc-bisphosphonate-iron oxide nanoparticle conjugates for dual-modality biomedical imaging.,jour.1100499,Bioconjugate Chemistry
40639,2011,3,pub.1046451013,577-592,article,208,"VISTA, a novel mouse Ig superfamily ligand that negatively regulates T cell responses",jour.1077126,Journal of Experimental Medicine
40641,2011,3,pub.1030131394,e17592,article,6,Investigation into the Presence of and Serological Response to XMRV in CFS Patients,jour.1037553,PLoS ONE
40666,2011,5,pub.1078333731,3113-3119,article,186,A Novel Human IgA Monoclonal Antibody Protects against Tuberculosis,jour.1077134,The Journal of Immunology
40674,2011,3,pub.1064292310,689-98,article,96,Activation of the receptor for advanced glycation end products system in women with severe preeclampsia.,jour.1017738,The Journal of Clinical Endocrinology & Metabolism
40683,2011,3,pub.1031705016,307-320,article,129,"Role of the endocannabinoid system in food intake, energy homeostasis and regulation of the endocrine pancreas",jour.1089715,Pharmacology & Therapeutics
40697,2011,2,pub.1045913263,158-167,article,6,Two new protocols to enhance the production and isolation of human induced pluripotent stem cell lines,jour.1039049,Stem Cell Research
40736,2011,2,pub.1021843732,197-206,article,11,Using bacterial biomarkers to identify early indicators of cystic fibrosis pulmonary exacerbation onset,jour.1029433,Expert Review of Molecular Diagnostics
40737,2011,9768,pub.1048515901,823-836,article,377,"Comparison of adaptive pacing therapy, cognitive behaviour therapy, graded exercise therapy, and specialist medical care for chronic fatigue syndrome (PACE): a randomised trial",jour.1077219,The Lancet
40742,2011,3-4,pub.1052756994,234-245,article,128,Transglutaminase 2 regulates early chondrogenesis and glycosaminoglycan synthesis,jour.1098650,Mechanisms of Development
40774,2011,3,pub.1052303551,246-252,article,43,"Meta-analysis identifies 29 additional ulcerative colitis risk loci, increasing the number of confirmed associations to 47",jour.1103138,Nature Genetics
40792,2011,3,pub.1039886139,245-255,article,12,Prognostic value of an RNA expression signature derived from cell cycle proliferation genes in patients with prostate cancer: a retrospective study,jour.1023279,The Lancet Oncology
40801,2011,3,pub.1052078399,383-388,article,17,Assessment of atherosclerotic plaque burden with an elastin-specific magnetic resonance contrast agent,jour.1113716,Nature Medicine
40859,2011,3,pub.1002676824,770-777,article,65,In vivo evaluation and proof of radiofrequency safety of a novel diagnostic MR‐electrophysiology catheter,jour.1095465,Magnetic Resonance in Medicine
40863,2011,3,pub.1021612462,265-271,article,19,Large-scale meta-analysis of interleukin-1 beta and interleukin-1 receptor antagonist polymorphisms on risk of radiographic hip and knee osteoarthritis and severity of knee osteoarthritis,jour.1103682,Osteoarthritis and Cartilage
40884,2011,6,pub.1045661931,1239-1249,article,162,Principles of early drug discovery,jour.1009866,British Journal of Pharmacology
40900,2011,9770,pub.1028084828,1019-1031,article,377,Alzheimer's disease,jour.1077219,The Lancet
40945,2011,2,pub.1042325012,e17160,article,6,The IL23R R381Q Gene Variant Protects against Immune-Mediated Diseases by Impairing IL-23-Induced Th17 Effector Response in Humans,jour.1037553,PLoS ONE
40966,2011,6,pub.1053503344,4216-4225,article,286,Class II Phosphoinositide 3-Kinase Regulates Exocytosis of Insulin Granules in Pancreatic β Cells*,jour.1077138,Journal of Biological Chemistry
40972,2011,,pub.1005278852,79032c-79032c-7,proceeding,7903,Using adaptive optics for deep in-vivo multiphoton FLIM,jour.1312104,Proceedings of SPIE
40974,2011,1,pub.1019111814,169-187,article,51,Hydrogen Sulfide and Cell Signaling,jour.1085345,The Annual Review of Pharmacology and Toxicology
41046,2011,1,pub.1049265644,1-14,article,24,Key role of the RhoA/Rho kinase system in pulmonary hypertension,jour.1313755,Pulmonary Pharmacology & Therapeutics
41052,2011,1,pub.1002326611,29-36,article,11,The Impact of Vitamin D on Regulatory T Cells,jour.1029244,Current Allergy and Asthma Reports
41062,2011,1,pub.1030994523,39-46,article,23,The sarcomeric cytoskeleton: who picks up the strain?,jour.1099604,Current Opinion in Cell Biology
41065,2011,2,pub.1020120821,107-111,article,6,Designed ultrafast optical nonlinearity in a plasmonic nanorod metamaterial enhanced by nonlocality,jour.1037429,Nature Nanotechnology
41120,2011,1,pub.1030848579,r5,article,13,Proliferation-associated POU4F2/Brn-3b transcription factor expression is regulated by oestrogen through ERα and growth factors via MAPK pathway,jour.1022375,Breast Cancer Research
41155,2011,2,pub.1017374271,575-587,article,65,High resolution three‐dimensional cardiac perfusion imaging using compartment‐based k‐t principal component analysis,jour.1095465,Magnetic Resonance in Medicine
41213,2011,1,pub.1040063583,119-128,article,70,Do SCFA have a role in appetite regulation?,jour.1082976,Proceedings of The Nutrition Society
41242,2011,2,pub.1051544362,784-791,article,31,Mapping Infant Brain Myelination with Magnetic Resonance Imaging,jour.1092210,Journal of Neuroscience
41247,2011,1,pub.1055221795,123-33,article,12,"Study of the structure and properties of native and hydrothermally processed wild-type, lam and r variant pea starches that affect amylolysis of these starches.",jour.1021543,Biomacromolecules
41264,2011,4,pub.1008357887,1099-1109,article,22,Proteome-Based Plasma Markers of Brain Amyloid-β Deposition in Non-Demented Older Individuals,jour.1119070,Journal of Alzheimer's Disease
41328,2011,1,pub.1052399530,90-104,article,41,Investigation of Dyslexia and SLI Risk Variants in Reading- and Language-Impaired Subjects,jour.1013844,Behavior Genetics
41342,2011,1,pub.1023200897,11-23,article,29,Metabolic engineering of Escherichia coli and Corynebacterium glutamicum for the production of l-threonine,jour.1094447,Biotechnology Advances
41360,2011,1,pub.1029023287,41-50,article,26,Predictors of 12‐week remission in a nationwide cohort of people with depressive disorders: the CRESCEND study,jour.1096903,Human Psychopharmacology Clinical and Experimental
41435,2011,1,pub.1011234489,1-2,article,71,"Editors' report, November 2010",jour.1082013,British Journal of Clinical Pharmacology
41456,2011,1,pub.1035810954,75-82,article,26,The AddNeuroMed framework for multi‐centre MRI assessment of Alzheimer's disease : experience from the first 24 months,jour.1097410,International Journal of Geriatric Psychiatry
41468,2011,1,pub.1036303668,5-12,article,16,NADPH oxidases and cardiac remodelling,jour.1115887,Heart Failure Reviews
41476,2011,1,pub.1009932218,39-51,article,25,Independent prognostic variables in acute myeloid leukaemia,jour.1097239,Blood Reviews
41492,2011,1,pub.1046111903,89-102,article,59,Multiscale mass-spring models of carbon nanotube foams,jour.1133658,Journal of the Mechanics and Physics of Solids
41522,2011,1,pub.1061638442,248-257,article,60,Indoor Elliptical Localization Based on Asynchronous UWB Range Measurement,jour.1019991,IEEE Transactions on Instrumentation and Measurement
41636,2011,20,pub.1031715658,7331-7336,article,21,Synthesis and optical characterization of infra-red emitting mercury sulfide (HgS) quantum dots,jour.1132648,Journal of Materials Chemistry
41784,2011,2,pub.1061446693,274-290,article,13,A Comparison Between the Centralized and Distributed Approaches for Spectrum Management,jour.1139536,IEEE Communications Surveys & Tutorials
41791,2011,25,pub.1031836840,7068-7070,article,47,Efficient bifunctional gallium-68 chelators for positron emission tomography: tris(hydroxypyridinone) ligands,jour.1297159,Chemical Communications
41865,2011,1,pub.1070915925,849-64,article,16,Signalling to cancer cell invasion through PAK family kinases.,jour.1048730,Frontiers in Bioscience
42009,2011,23,pub.1007667042,6196-6205,article,40,Inorganic approaches for radiolabelling biomolecules with fluorine-18 for imaging with Positron Emission Tomography,jour.1027733,Dalton Transactions
42118,2010,1,pub.1024088792,557,article,11,Genome-wide expression patterns in physiological cardiac hypertrophy,jour.1023790,BMC Genomics
42133,2010,4,pub.1047520334,325-335,article,35,Somatic hypermutation and antigen-driven selection of B cells are altered in autoimmune diseases,jour.1098683,Journal of Autoimmunity
42155,2010,1,pub.1044808674,67,article,10,European consensus statement on diagnosis and treatment of adult ADHD: The European Network Adult ADHD,jour.1024952,BMC Psychiatry
42169,2010,10,pub.1002221054,842-848,article,18,Human serum albumin nanoparticles modified with apolipoprotein A-I cross the blood-brain barrier and enter the rodent brain,jour.1104247,Journal of Drug Targeting
42173,2010,1,pub.1012886471,48,article,29,Generation of functional CD8+ T Cells by human dendritic cells expressing glypican-3 epitopes,jour.1094159,Journal of Experimental & Clinical Cancer Research
42189,2010,6,pub.1024856518,1592-1598,article,64,First‐pass contrast‐enhanced myocardial perfusion MRI in mice on a 3‐T clinical MR scanner,jour.1095465,Magnetic Resonance in Medicine
42233,2010,12,pub.1061708959,4040-4051,article,58,3–5 GHz UWB Impulse Radio Transmitter and Receiver MMIC Optimized for Long Range Precision Wireless Sensor Networks,jour.1123356,IEEE Transactions on Microwave Theory and Techniques
42234,2010,6,pub.1000063301,606-618,article,18,β-Catenin Mediates the Establishment and Drug Resistance of MLL Leukemic Stem Cells,jour.1030059,Cancer Cell
42269,2010,9757,pub.1050868227,2018-2031,article,376,Sickle-cell disease,jour.1077219,The Lancet
42377,2010,10,pub.1041588680,745-750,article,24,Simultaneous PET–MR acquisition and MR-derived motion fields for correction of non-rigid motion in PET,jour.1099601,Annals of Nuclear Medicine
42382,2010,1,pub.1031989071,30,article,5,Pro-neurotrophins secreted from retinal ganglion cell axons are necessary for ephrinA-p75NTR-mediated axon guidance,jour.1037699,Neural Development
42410,2010,1,pub.1027217740,280,article,11,Dietary garlic and hip osteoarthritis: evidence of a protective effect and putative mechanism of action,jour.1024957,BMC Musculoskeletal Disorders
42475,2010,12,pub.1019025470,1118-1125,article,42,Genome-wide meta-analysis increases to 71 the number of confirmed Crohn's disease susceptibility loci,jour.1103138,Nature Genetics
42515,2010,11,pub.1020327061,e14040,article,5,Integrated Genetic and Epigenetic Analysis Identifies Haplotype-Specific Methylation in the FTO Type 2 Diabetes and Obesity Susceptibility Locus,jour.1037553,PLoS ONE
42524,2010,10,pub.1027171301,5688-5691,article,185,Cutting Edge: A Critical Functional Role for IL-23 in Psoriasis,jour.1077134,The Journal of Immunology
42537,2010,11,pub.1038178977,3859-3869,article,48,Propionibacterium acnes and Staphylococcus epidermidis Isolated from Refractory Endodontic Lesions Are Opportunistic Pathogens▿ †,jour.1082731,Journal of Clinical Microbiology
42582,2010,11,pub.1011317491,3280-3290,article,40,Analysis of the peripheral T‐cell repertoire in kidney transplant patients,jour.1054998,European Journal of Immunology
42607,2010,11,pub.1037442764,949-960,article,42,Meta-analysis identifies 13 new loci associated with waist-hip ratio and reveals sexual dimorphism in the genetic basis of fat distribution,jour.1103138,Nature Genetics
42640,2010,18,pub.1022212910,3100-3108,article,316,Direct effects of the pathogenic mutation on satellite cell function in muscular dystrophy,jour.1017523,Experimental Cell Research
42661,2010,11,pub.1031173118,636-643,article,6,Regulatory B cells in autoimmunity: developments and controversies,jour.1036168,Nature Reviews Rheumatology
42697,2010,11,pub.1015030210,1950-1960,article,28,Neuronatin Promotes Neural Lineage in ESCs via Ca2+ Signaling,jour.1094139,Stem Cells
42765,2010,11,pub.1013643799,937-948,article,42,"Association analyses of 249,796 individuals reveal 18 new loci associated with body mass index",jour.1103138,Nature Genetics
42789,2010,20,pub.1006087384,4091-4099,article,19,A large genome scan for rare CNVs in amyotrophic lateral sclerosis,jour.1102504,Human Molecular Genetics
42793,2010,20,pub.1020796892,4072-4082,article,19,A genome-wide scan for common alleles affecting risk for autism,jour.1102504,Human Molecular Genetics
42798,2010,29,pub.1002532504,4485-4491,article,28,"Final Results From a Multicenter, International, Pivotal Study of Romidepsin in Refractory Cutaneous T-Cell Lymphoma",jour.1312191,Journal of Clinical Oncology
42814,2010,19,pub.1046395199,5002-5017,article,192,The Human Oral Microbiome▿ † ‖,jour.1077137,Journal of Bacteriology
42817,2010,10,pub.1020491658,1080,article,81,"CSF amyloid-β and tau proteins, and cognitive performance, in early and untreated Parkinson's Disease: the Norwegian ParkWest study",jour.1062273,Journal of Neurology Neurosurgery & Psychiatry
42822,2010,19,pub.1004735988,3885-3894,article,19,Genome-wide association analysis identifies multiple loci related to resting heart rate,jour.1102504,Human Molecular Genetics
42840,2010,5,pub.1064077454,247-256,article,2,The role of Interleukin 6 in the pathophysiology of rheumatoid arthritis,jour.1042292,Therapeutic Advances in Musculoskeletal Disease
42853,2010,10,pub.1061321254,1598-1608,article,10,MRI-Compatible Fiber-Optic Force Sensors for Catheterization Procedures,jour.1033572,IEEE Sensors Journal
42891,2010,2,pub.1013979180,623-632,article,170,Single pulse electrical stimulation of the hippocampus is sufficient to impair human episodic memory,jour.1085139,Neuroscience
42936,2010,10,pub.1043153299,782-787,article,38,The effect of increasing sodium fluoride concentrations on erosion and attrition of enamel and dentine in vitro,jour.1016296,Journal of Dentistry
42937,2010,10,pub.1004831873,986-994,article,9,Chromosome 9p21 in sporadic amyotrophic lateral sclerosis in the UK and seven other countries: a genome-wide association study,jour.1030586,The Lancet Neurology
42952,2010,7317,pub.1037714920,832-838,article,467,Hundreds of variants clustered in genomic loci and biological pathways affect human height,jour.1018957,Nature
42954,2010,10,pub.1043020826,1016-1022,article,15,The bipolar disorder risk allele at CACNA1C also confers risk of recurrent major depression and of schizophrenia,jour.1115540,Molecular Psychiatry
42956,2010,7,pub.1018704376,529-538,article,28,The virtosome—a novel cytosolic informative entity and intercellular messenger,jour.1094055,Cell Biochemistry and Function
42974,2010,4,pub.1017794886,2034-2045,article,177,Targeting DNA Replication before it Starts Cdc7 as a Therapeutic Target in p53-Mutant Breast Cancers,jour.1017016,American Journal Of Pathology
42998,2010,10,pub.1037082806,945-954,article,48,Flexible and stretchable micro-electrodes for in vitro and in vivo neural interfaces,jour.1005585,Medical & Biological Engineering & Computing
43034,2010,10,pub.1067588342,1441-51,article,10,Perivascular cells as mesenchymal stem cells.,jour.1029779,Expert Opinion on Biological Therapy
43047,2010,9,pub.1016495619,e13004,article,5,Experimental Generation of SNP Haplotype Signatures in Patients with Sickle Cell Anaemia,jour.1037553,PLoS ONE
43050,2010,14,pub.1018184431,1939-1949,article,11,Glycosyltransferases and their Assays,jour.1022588,ChemBioChem
43062,2010,5,pub.1007846896,693-700,article,104,Association between Faecalibacterium prausnitzii and dietary fibre in colonic fermentation in healthy human subjects,jour.1017311,British Journal Of Nutrition
43072,2010,9,pub.1044335690,e12633,article,5,Traits Contributing to the Autistic Spectrum,jour.1037553,PLoS ONE
43091,2010,9,pub.1029588741,2087-2093,article,59,Antigen-Specific Immunotherapy for Type 1 Diabetes: Maximizing the Potential,jour.1017423,Diabetes
43103,2010,17,pub.1007838858,8821-8828,article,84,Specificity of Baculovirus P6.9 Basic DNA-Binding Proteins and Critical Role of the C Terminus in Virion Formation▿ †,jour.1008072,Journal of Virology
43111,2010,9,pub.1061695552,1612-1625,article,29,A Registration-Based Propagation Framework for Automatic Whole Heart Segmentation of Cardiac MRI,jour.1094287,IEEE Transactions on Medical Imaging
43134,2010,9,pub.1020433644,2048-2062,article,9,Proteomics Characterization of Extracellular Space Components in the Human Aorta*,jour.1029798,Molecular & Cellular Proteomics
43139,2010,9746,pub.1020865753,1094-1108,article,376,Rheumatoid arthritis,jour.1077219,The Lancet
43148,2010,3-4,pub.1050298999,138-143,article,53,Hydrogen sulfide: Regulatory role on blood pressure in hyperhomocysteinemia,jour.1084818,Vascular Pharmacology
43154,2010,3,pub.1043159129,225-235,article,8,A Biphasic Innate Immune MAPK Response Discriminates between the Yeast and Hyphal Forms of Candida albicans in Epithelial Cells,jour.1038488,Cell Host & Microbe
43164,2010,3,pub.1042575498,375-386,article,33,Human CD14dim Monocytes Patrol and Sense Nucleic Acids and Viruses via TLR7 and TLR8 Receptors,jour.1112054,Immunity
43219,2010,3,pub.1003260195,503-512,article,1,Circulating nucleic acids in plasma and serum: diagnosis and prognosis in cancer,jour.1042290,EPMA Journal
43223,2010,9,pub.1004740113,1681-1689,article,5,Current Status of the Measurement of Blood Hepcidin Levels in Chronic Kidney Disease,jour.1036729,Clinical Journal of the American Society of Nephrology
43225,2010,9,pub.1049818026,2549-2564,article,133,Systemic blockade of P2X3 and P2X2/3 receptors attenuates bone cancer pain behaviour in rats,jour.1017305,Brain
43226,2010,12,pub.1044571068,748-753,article,44,Gene variants associated with schizophrenia in a Norwegian genome-wide study are replicated in a large European cohort,jour.1017825,Journal of Psychiatric Research
43296,2010,9,pub.1039016877,862-871,article,11,Complement regulator CD46 temporally regulates cytokine production by conventional and unconventional T cells,jour.1022778,Nature Immunology
43343,2010,7,pub.1043029711,1105-1113,article,116,"MicroRNA expression in Sézary syndrome: identification, function, and diagnostic potential",jour.1085025,Blood
43347,2010,4,pub.1027846852,2600-2610,article,185,Modification of MHC Anchor Residues Generates Heteroclitic Peptides That Alter TCR Binding and T Cell Recognition,jour.1077134,The Journal of Immunology
43349,2010,33,pub.1046133798,25538-25544,article,285,Selective Expansion of Chimeric Antigen Receptor-targeted T-cells with Potent Effector Function using Interleukin-4,jour.1077138,Journal of Biological Chemistry
43352,2010,32,pub.1026089894,10612-10623,article,30,Describing the Brain in Autism in Five Dimensions—Magnetic Resonance Imaging-Assisted Diagnosis of Autism Spectrum Disorder Using a Multiparameter Classification Approach,jour.1092210,Journal of Neuroscience
43353,2010,2,pub.1078178739,585-596,article,21,Plasma Gelsolin is Decreased and Correlates with Rate of Decline in Alzheimer's Disease,jour.1119070,Journal of Alzheimer's Disease
43371,2010,4,pub.1002238046,1016-1020,article,38,Tau cleavage and tau aggregation in neurodegenerative disease,jour.1083357,Biochemical Society Transactions
43373,2010,4,pub.1028919906,504-523,article,9,Drosophila melanogaster in the Study of Human Neurodegeneration,jour.1294825,CNS & Neurological Disorders - Drug Targets
43421,2010,8,pub.1036199629,2055-2062,article,59,"HLA DPA1, DPB1 Alleles and Haplotypes Contribute to the Risk Associated With Type 1 Diabetes",jour.1017423,Diabetes
43436,2010,8,pub.1013534709,692-697,article,42,Genome-wide association study identifies a sequence variant within the DAB2IP gene conferring susceptibility to abdominal aortic aneurysm,jour.1103138,Nature Genetics
43478,2010,7,pub.1022250507,1741-1753,article,160,Symptomatic and neuroprotective effects following activation of nigral group III metabotropic glutamate receptors in rodent models of Parkinson's disease,jour.1009866,British Journal of Pharmacology
43482,2010,6,pub.1061516471,1601-1611,article,18,The CALO Meeting Assistant System,jour.1320495,IEEE/ACM Transactions on Audio Speech and Language Processing
43497,2010,4,pub.1037726119,527-533,article,17,Feasibility and Limitations of an Automated 2D-3D Rigid Image Registration System for Complex Endovascular Aortic Procedures,jour.1297476,Journal of Endovascular Therapy
43519,2010,8,pub.1027655162,582-593,article,20,An in vivo pharmacological evaluation of pardoprunox (SLV308) — A novel combined dopamine D2/D3 receptor partial agonist and 5-HT1A receptor agonist with efficacy in experimental models of Parkinson's disease,jour.1101548,European Neuropsychopharmacology
43520,2010,1-2,pub.1011136820,1-9,article,360,A recombinant human HLA-class I antigen linked to dextran elicits innate and adaptive immune responses,jour.1114435,Journal of Immunological Methods
43562,2010,S2,pub.1050776068,s1-s63,article,104,Prebiotic effects: metabolic and health benefits,jour.1017311,British Journal Of Nutrition
43565,2010,13,pub.1032723472,2252-2253,article,47,Lets connect: A novel role for CD46 in tight junction regulation,jour.1089606,Molecular Immunology
43585,2010,4,pub.1043554132,486-491,article,15,Complement in organ transplantation,jour.1117639,Current Opinion in Organ Transplantation
43586,2010,4,pub.1040927596,427-434,article,15,Adoptive regulatory T cell therapy: challenges in clinical transplantation,jour.1117639,Current Opinion in Organ Transplantation
43588,2010,7307,pub.1050402786,707-713,article,466,"Biological, clinical and population relevance of 95 loci for blood lipids",jour.1018957,Nature
43589,2010,2,pub.1028799654,90-99,article,62,Targeting nanoparticles to cancer,jour.1013191,Pharmacological Research
43608,2010,8,pub.1013493048,726-732,article,49,Analysis of t(15;17) chromosomal breakpoint sequences in therapy‐related versus de novo acute promyelocytic leukemia: Association of DNA breaks with specific DNA motifs at PML and RARA loci,jour.1100388,Genes Chromosomes and Cancer
43626,2010,7,pub.1035931620,e11801,article,5,p120ctn and P-Cadherin but Not E-Cadherin Regulate Cell Motility and Invasion of DU145 Prostate Cancer Cells,jour.1037553,PLoS ONE
43628,2010,2,pub.1014348634,165-175,article,190,A guide to super-resolution fluorescence microscopy,jour.1017735,The Journal of Cell Biology
43630,2010,28,pub.1055847424,9833-42,article,132,Magnetic conjugated polymer nanoparticles as bimodal imaging agents.,jour.1081898,Journal of the American Chemical Society
43649,2010,13,pub.1059028228,n371-82,article,55,Hybrid echo and x-ray image guidance for cardiac catheterization procedures by using a robotic arm: a feasibility study.,jour.1018310,Physics in Medicine and Biology
43652,2010,10,pub.1029880765,1392-1398,article,11,A Novel Fluorescent Probe for Retaining Galactosyltransferases,jour.1022588,ChemBioChem
43665,2010,7,pub.1016541554,1721-1730,article,59,Simultaneous Detection of Circulating Autoreactive CD8+ T-Cells Specific for Different Islet Cell–Associated Epitopes Using Combinatorial MHC Multimers,jour.1017423,Diabetes
43670,2010,7,pub.1036743568,3196-3206,article,78,Comparison of the Moonlighting Actions of the Two Highly Homologous Chaperonin 60 Proteins of Mycobacterium tuberculosis▿,jour.1013611,Infection and Immunity
43694,2010,4,pub.1037879665,s522-s523,article,6,Plasma transthyretin as a candidate marker of cognitive decline and severity in Alzheimer's disease,jour.1034467,Alzheimer's & Dementia
43718,2010,7304,pub.1012902412,368-372,article,466,Functional impact of global rare copy number variation in autism spectrum disorders,jour.1018957,Nature
43725,2010,7,pub.1011930510,1426-1436,article,27,Design and Evaluation of Histidine-Rich Amphipathic Peptides for siRNA Delivery,jour.1094644,Pharmaceutical Research
43726,2010,4,pub.1005242246,s510,article,6,Plasma microRNA: A new source of biomarker for Alzheimer's disease,jour.1034467,Alzheimer's & Dementia
43751,2010,9738,pub.1047524127,346-354,article,376,Inhaled nitric oxide for prevention of bronchopulmonary dysplasia in premature babies (EUNO): a randomised controlled trial,jour.1077219,The Lancet
43783,2010,7,pub.1045960263,553-555,article,42,Associations of CFHR1–CFHR3 deletion and a CFH SNP to age-related macular degeneration are not independent,jour.1103138,Nature Genetics
43784,2010,4,pub.1072310568,474-9,article,7,The role of CELF proteins in neurological disorders.,jour.1034704,RNA Biology
43786,2010,9737,pub.1010088435,245-251,article,376,Oral poly(ADP-ribose) polymerase inhibitor olaparib in patients with BRCA1 or BRCA2 mutations and recurrent ovarian cancer: a proof-of-concept trial,jour.1077219,The Lancet
43787,2010,9736,pub.1044618640,180-188,article,376,Common genetic determinants of vitamin D insufficiency: a genome-wide association study,jour.1077219,The Lancet
43800,2010,7,pub.1043349329,536-542,article,46,Downstream targets of FOXM1: CEP55 and HELLS are cancer progression markers of head and neck squamous cell carcinoma,jour.1358076,Oral Oncology
43813,2010,7,pub.1071542085,1444-53,article,37,Remission in early rheumatoid arthritis.,jour.1081605,The Journal of Rheumatology
43844,2010,7,pub.1016296572,1778-1784,article,130,Progress in Epidermolysis Bullosa Research: Toward Treatment and Cure,jour.1358061,Journal of Investigative Dermatology
43879,2010,9737,pub.1000475882,235-244,article,376,Oral poly(ADP-ribose) polymerase inhibitor olaparib in patients with BRCA1 or BRCA2 mutations and advanced breast cancer: a proof-of-concept trial,jour.1077219,The Lancet
43900,2010,1,pub.1010186639,106-112,article,49,Ca2+/calmodulin-dependent protein kinase II contributes to intracellular pH recovery from acidosis via Na+/H+ exchanger activation,jour.1014308,Journal of Molecular and Cellular Cardiology
43944,2010,1-2,pub.1050852605,178-188,article,392,The enhanced aerosol performance of salbutamol from dry powders containing engineered mannitol as excipient,jour.1087742,International Journal of Pharmaceutics
43946,2010,9,pub.1038437799,1266-1272,article,11,"Incorporation of 2,3‐Diaminopropionic Acid into Linear Cationic Amphipathic Peptides Produces pH‐Sensitive Vectors",jour.1022588,ChemBioChem
43967,2010,21,pub.1037313786,6374-6381,article,16,Amido‐3‐hydroxypyridin‐4‐ones as Iron(III) Ligands,jour.1114579,Chemistry - A European Journal
44007,2010,,pub.1047772640,67-77,article,1338,Aberrant RNA processing events in neurological disorders,jour.1117575,Brain Research
44020,2010,6,pub.1004621022,1726-1736,article,130,Molecular Analysis of Tumor-Promoting CD8+ T Cells in Two-Stage Cutaneous Chemical Carcinogenesis,jour.1358061,Journal of Investigative Dermatology
44051,2010,2,pub.1012897197,34-40,article,4,"ARTERY Society guidelines for validation of non-invasive haemodynamic measurement devices: Part 1, arterial pulse wave velocity",jour.1038784,Artery Research
44053,2010,3,pub.1043093279,165-178,article,58,Adoptive T-cell Immunotherapy of Cancer Using Chimeric Antigen Receptor-Grafted T Cells,jour.1008137,Archivum Immunologiae et Therapiae Experimentalis
44058,2010,6,pub.1004112129,532-542,article,11,Peptide YY Is Critical for Acylethanolamine Receptor Gpr119-Induced Activation of Gastrointestinal Mucosal Responses,jour.1034535,Cell Metabolism
44077,2010,7,pub.1043408285,1429-1439,article,35,Sensorimotor Gating is Associated with CHRNA3 Polymorphisms in Schizophrenia and Healthy Volunteers,jour.1099176,Neuropsychopharmacology
44081,2010,6,pub.1039712973,964,article,69,EULAR recommendations for the management of rheumatoid arthritis with synthetic and biological disease-modifying antirheumatic drugs,jour.1017226,Annals of the Rheumatic Diseases
44100,2010,1-2,pub.1032710227,68-73,article,393,A fundamental investigation into the effects of eutectic formation on transmembrane transport,jour.1087742,International Journal of Pharmaceutics
44107,2010,5,pub.1003323036,671-680,article,66,A Gain-of-Function Mutation in TRPA1 Causes Familial Episodic Pain Syndrome,jour.1098485,Neuron
44135,2010,9733,pub.1012746241,2244-2253,article,375,Prandial inhaled insulin plus basal insulin glargine versus twice daily biaspart insulin for type 2 diabetes: a multicentre randomised trial,jour.1077219,The Lancet
44138,2010,7299,pub.1052371813,775-778,article,465,Putting brain training to the test,jour.1018957,Nature
44142,2010,6,pub.1024838753,1227,article,69,Serum branched-chain amino acid to histidine ratio: a novel metabolomic biomarker of knee osteoarthritis,jour.1017226,Annals of the Rheumatic Diseases
44149,2010,3,pub.1008586337,204,article,12,Tumour-associated carbohydrate antigens in breast cancer,jour.1022375,Breast Cancer Research
44179,2010,6,pub.1018520988,528-555,article,27,Should an obsessive–compulsive spectrum grouping of disorders be included in DSM‐V?,jour.1116984,Depression and Anxiety
44197,2010,5,pub.1056227470,2856-64,article,4,Self-assembly of peptides into spherical nanoparticles for delivery of hydrophilic moieties to the cytosol.,jour.1038917,ACS Nano
44205,2010,20,pub.1016332354,9293-9298,article,107,Genome-wide association identifies OBFC1 as a locus involved in human leukocyte telomere biology,jour.1082971,Proceedings of the National Academy of Sciences
44214,2010,5980,pub.1062461360,825-825,article,328,"Comment on “Detection of an Infectious Retrovirus, XMRV, in Blood Cells of Patients with Chronic Fatigue Syndrome”",jour.1346339,Science
44234,2010,10,pub.1011342505,792,article,96,Cells as biologics for cardiac repair in ischaemic heart failure,jour.1017081,Heart
44241,2010,9,pub.1008245789,1828-1839,article,19,Independent and population-specific association of risk variants at the IRGM locus with Crohn's disease,jour.1102504,Human Molecular Genetics
44246,2010,9,pub.1032333976,1756-1765,article,19,CalDAG-GEFI down-regulation in the striatum as a neuroprotective change in Huntington's disease,jour.1102504,Human Molecular Genetics
44275,2010,5,pub.1005184820,762-770,article,36,Pilot study of new focus-shift accommodating intraocular lens,jour.1086165,Journal of Cataract & Refractive Surgery
44277,2010,5,pub.1028425578,1247-1257,article,63,Model‐based reconstruction for cardiac cine MRI without ECG or breath holding,jour.1095465,Magnetic Resonance in Medicine
44341,2010,2-3,pub.1004843906,86-95,article,120,"Regulatory T cells, inflammation and the allergic response—The role of glucocorticoids and Vitamin D",jour.1014183,The Journal of Steroid Biochemistry and Molecular Biology
44354,2010,3,pub.1035470272,162-168,article,79,Endothelial progenitor cells—an evolving story,jour.1010513,Microvascular Research
