,publication_ids,publication_date,FOR,inventor_names,id,year,filing_status,assignee_names,assignees,title,RCDC,granted_year,times_cited
1862,"['pub.1008981634', 'pub.1049406027', 'pub.1050960747', 'pub.1043279308', 'pub.1006253452', 'pub.1003714959', 'pub.1012073457', 'pub.1021812064', 'pub.1030942490', 'pub.1021809129', 'pub.1025208660', 'pub.1007401642', 'pub.1000935641', 'pub.1003008024', 'pub.1012935976', 'pub.1011882893', 'pub.1011024359', 'pub.1013588188', 'pub.1008633292', 'pub.1046147193', 'pub.1000059117', 'pub.1049682259', 'pub.1016174016', 'pub.1017148160', 'pub.1039183093', 'pub.1040018865', 'pub.1006094606', 'pub.1004787340', 'pub.1031231848', 'pub.1031382479', 'pub.1052981137', 'pub.1012100210', 'pub.1019025470', 'pub.1039338024', 'pub.1047891962', 'pub.1031699749', 'pub.1012207766', 'pub.1022035194', 'pub.1046520303', 'pub.1025469351', 'pub.1026249817', 'pub.1051134045', 'pub.1026830910', 'pub.1040273548', 'pub.1024158423', 'pub.1052255915', 'pub.1071542310', 'pub.1001826873', 'pub.1052626361', 'pub.1013812207', 'pub.1001723339', 'pub.1023033599', 'pub.1027313497', 'pub.1017634660', 'pub.1036599020', 'pub.1050402786', 'pub.1034813975', 'pub.1016321428', 'pub.1019223722', 'pub.1040271530', 'pub.1011673322', 'pub.1017092582', 'pub.1038635012', 'pub.1008435714', 'pub.1053003561', 'pub.1022356000', 'pub.1014756327', 'pub.1032190091', 'pub.1047951662', 'pub.1006357119', 'pub.1047117020', 'pub.1052303551', 'pub.1017006698']",2017-12-07,"[{'id': '3053', 'name': '1103 Clinical Sciences'}, {'id': '2581', 'name': '0601 Biochemistry and Cell Biology'}]","['FRASER, PETER', 'SCHOENFELDER, Stefan', 'SPIVAKOV, Mikhail']",WO-2017208001-A1,2017,Application,['BABRAHAM INST'],"[{'id': 'grid.418195.0', 'name': 'Babraham Institute', 'country_name': 'United Kingdom'}]",BIOMARKERS FOR PLATELET DISORDERS,"[{'id': '344', 'name': 'Digestive Diseases'}, {'id': '369', 'name': 'Inflammatory Bowel Disease'}, {'id': '304', 'name': 'Arthritis'}, {'id': '496', 'name': 'Autoimmune Disease'}, {'id': '388', 'name': 'Nutrition'}, {'id': '438', 'name': 'Diabetes'}]",,
1863,"['pub.1044264748', 'pub.1027846852', 'pub.1047265454', 'pub.1033316597', 'pub.1049731496', 'pub.1000286811', 'pub.1063247094']",2017-11-09,,"['CHAPUIS, Aude', 'GREENBERG, PHILIP', 'SCHMITT, THOMAS', 'YEE, CASSIAN']",WO-2017193104-A1,2017,Application,['HUTCHINSON FRED CANCER RES'],"[{'id': 'grid.270240.3', 'acronym': 'FHCRC', 'name': 'Fred Hutchinson Cancer Research Center', 'country_name': 'United States'}]",T-CELL IMMUNOTHERAPY SPECIFIC FOR MART-1,,,
1864,"['pub.1061242244', 'pub.1006330465', 'pub.1061405486', 'pub.1017957192', 'pub.1061213544', 'pub.1061242613', 'pub.1061144737', 'pub.1002590498', 'pub.1061422389', 'pub.1017697783', 'pub.1061251200', 'pub.1008017340', 'pub.1061242168', 'pub.1061516471', 'pub.1061547188', 'pub.1037364242', 'pub.1013767254', 'pub.1031160976', 'pub.1063184586', 'pub.1050172020']",2015-11-17,"[{'id': '2790', 'name': '0806 Information Systems'}]",['Allen P. Haughay'],US-9190062-B2,2014,Grant,"['Apple Inc', 'APPLE INC']","[{'id': 'grid.455360.1', 'name': 'Apple (United States)', 'country_name': 'United States'}]",User profiling for voice input processing,,2015.0,37.0
1865,"['pub.1061405486', 'pub.1033990664', 'pub.1061213544', 'pub.1090701063', 'pub.1048336657', 'pub.1017957192', 'pub.1033466269', 'pub.1063184586', 'pub.1030531635', 'pub.1061443038', 'pub.1062950911', 'pub.1031160976', 'pub.1090760575', 'pub.1061144257', 'pub.1063183707', 'pub.1041498558', 'pub.1061386692', 'pub.1063160935', 'pub.1011684921', 'pub.1091181354', 'pub.1061422389', 'pub.1043274067', 'pub.1010580102', 'pub.1053078732', 'pub.1006330465', 'pub.1016490682', 'pub.1050876897', 'pub.1022969327', 'pub.1016882751', 'pub.1012904099', 'pub.1008017340', 'pub.1061144737', 'pub.1109714583', 'pub.1026209491', 'pub.1061241133', 'pub.1016758418', 'pub.1031562216', 'pub.1014677157', 'pub.1061443283', 'pub.1004068989', 'pub.1039080667', 'pub.1061519401', 'pub.1051337898', 'pub.1013767254', 'pub.1061165329', 'pub.1031094781', 'pub.1061251200', 'pub.1063175681', 'pub.1050172020', 'pub.1018456662', 'pub.1046098852', 'pub.1063171166', 'pub.1063183662', 'pub.1061158887', 'pub.1017697783', 'pub.1044706781', 'pub.1063183664', 'pub.1049856298', 'pub.1036221719', 'pub.1063173033', 'pub.1061242168', 'pub.1061185905', 'pub.1004589195', 'pub.1051925375', 'pub.1061255557', 'pub.1063150063', 'pub.1053268562', 'pub.1061242613', 'pub.1041000376', 'pub.1042295960', 'pub.1063183746', 'pub.1061163992', 'pub.1089621090', 'pub.1011006590', 'pub.1019238948', 'pub.1061547188', 'pub.1052790926', 'pub.1061516471', 'pub.1031236059', 'pub.1090761526', 'pub.1063152483', 'pub.1036772796', 'pub.1051315984', 'pub.1037364242', 'pub.1011542543', 'pub.1061242244', 'pub.1002590498', 'pub.1061098610']",2018-01-09,"[{'id': '2746', 'name': '0801 Artificial Intelligence and Image Processing'}, {'id': '2790', 'name': '0806 Information Systems'}, {'id': '3484', 'name': '1702 Cognitive Sciences'}, {'id': '3468', 'name': '1701 Psychology'}]","['Christopher Brian Fleizach', 'Reginald Dean Hudson']",US-9865248-B2,2017,Grant,"['Apple Inc', 'APPLE INC']","[{'id': 'grid.455360.1', 'name': 'Apple (United States)', 'country_name': 'United States'}]",Intelligent text-to-speech conversion,,2018.0,
1866,"['pub.1013534709', 'pub.1003569556']",2011-12-29,"[{'id': '3048', 'name': '1102 Cardiorespiratory Medicine and Haematology'}]","['THORLEIFSSON, GUDMAR', 'GRETARSDOTTIR, SOLVEIG']",WO-2011161700-A1,2011,Application,"['DECODE GENETICS EHF', 'THORLEIFSSON GUDMAR', 'GRETARSDOTTIR SOLVEIG']","[{'id': 'grid.421812.c', 'name': 'deCODE Genetics (Iceland)', 'country_name': 'Iceland'}]",GENETIC MARKERS FOR RISK MANAGEMENT OF VASCULAR DISEASE,"[{'id': '444', 'name': 'Heart Disease - Coronary Heart Disease'}, {'id': '526', 'name': 'Genetics'}, {'id': '331', 'name': 'Cardiovascular'}, {'id': '558', 'name': 'Prevention'}, {'id': '559', 'name': 'Rare Diseases'}, {'id': '445', 'name': 'Heart Disease'}]",,1.0
1867,"['pub.1008017340', 'pub.1063160935', 'pub.1044706781', 'pub.1014677157', 'pub.1019238948', 'pub.1061251200', 'pub.1042295960', 'pub.1037364242', 'pub.1048336657', 'pub.1039080667', 'pub.1061547188', 'pub.1063152483', 'pub.1061242244', 'pub.1061405486', 'pub.1061098610', 'pub.1061213544', 'pub.1061158887', 'pub.1061422389', 'pub.1063183662', 'pub.1061165329', 'pub.1061516471', 'pub.1010580102', 'pub.1043274067', 'pub.1061144737', 'pub.1049856298', 'pub.1063150063', 'pub.1012904099', 'pub.1031562216', 'pub.1053078732', 'pub.1061163992', 'pub.1061242168', 'pub.1031236059', 'pub.1031160976', 'pub.1063175681', 'pub.1061185905', 'pub.1004589195', 'pub.1011542543', 'pub.1061144257', 'pub.1002590498', 'pub.1011684921', 'pub.1063184586', 'pub.1063171166', 'pub.1061519401', 'pub.1026209491', 'pub.1013767254', 'pub.1033466269', 'pub.1051315984', 'pub.1063183746', 'pub.1090761526', 'pub.1061242613', 'pub.1051337898', 'pub.1041000376', 'pub.1017957192', 'pub.1053268562', 'pub.1061443038', 'pub.1016758418', 'pub.1036221719', 'pub.1061386692', 'pub.1016490682', 'pub.1031094781', 'pub.1091181354', 'pub.1061443283', 'pub.1050172020', 'pub.1090760575', 'pub.1063173033', 'pub.1006330465', 'pub.1063183707', 'pub.1030531635', 'pub.1036772796', 'pub.1004068989', 'pub.1090701063', 'pub.1051925375', 'pub.1063183664', 'pub.1018456662', 'pub.1062950911', 'pub.1016882751', 'pub.1017697783', 'pub.1061255557', 'pub.1022969327', 'pub.1050876897', 'pub.1061241133']",2017-10-10,"[{'id': '3616', 'name': '2004 Linguistics'}, {'id': '3484', 'name': '1702 Cognitive Sciences'}]","['Christopher P. Willmore', 'NICHOLAS K. JONG', 'Justin S. HOGG']",US-9785630-B2,2015,Grant,"['Apple Inc', 'APPLE INC']","[{'id': 'grid.455360.1', 'name': 'Apple (United States)', 'country_name': 'United States'}]",Text prediction using combined word N-gram and unigram language models,,2017.0,5.0
1868,"['pub.1046049434', 'pub.1034457342', 'pub.1030440763', 'pub.1046133798']",2013-01-17,"[{'id': '2471', 'name': '0306 Physical Chemistry (incl. Structural)'}]","['GABIZON, ALBERTO, A.', 'BARENHOLZ, YECHEZKEL', 'SHMEEDA, HILARY']",WO-2013008240-A2,2012,Application,"['YISSUM RES DEV CO', 'SHAARE ZEDEK MEDICAL CT', 'GABIZON ALBERTO A', 'BARENHOLZ YECHEZKEL', 'SHMEEDA HILARY']","[{'id': 'grid.9619.7', 'acronym': 'HUJI', 'name': 'Hebrew University of Jerusalem', 'country_name': 'Israel'}]",LIPOSOMES CO-ENCAPSULATING A BISPHOSPHONATE AND AN AMPHIPATHIC AGENT,,,1.0
1869,['pub.1061516471'],2013-03-07,"[{'id': '2746', 'name': '0801 Artificial Intelligence and Image Processing'}]",['Tetsuro Motoyama'],US-20130060593-A1,2011,Application,"['Ricoh Co Ltd', 'MOTOYAMA TETSURO']","[{'id': 'grid.471255.0', 'name': 'Ricoh (Japan)', 'country_name': 'Japan'}]",MEETING PLANNER,"[{'id': '558', 'name': 'Prevention'}]",,12.0
1870,"['pub.1059309721', 'pub.1044794225', 'pub.1018550285', 'pub.1021286227', 'pub.1010404319', 'pub.1052021947', 'pub.1024571310', 'pub.1021007519', 'pub.1045327838', 'pub.1010772170', 'pub.1037150737', 'pub.1011266909', 'pub.1043622126', 'pub.1023720906', 'pub.1051105618', 'pub.1017056895', 'pub.1028341342', 'pub.1015078427', 'pub.1020694586', 'pub.1002052166', 'pub.1025632053', 'pub.1033784015', 'pub.1013998826', 'pub.1036778221', 'pub.1011057638', 'pub.1039016877', 'pub.1047890626', 'pub.1013829092', 'pub.1017485847', 'pub.1009863312', 'pub.1045144161', 'pub.1047458640', 'pub.1014024195', 'pub.1041166120']",2016-10-04,,"['Scott J. Dylla', 'ORIT FOORD', 'Robert A. Stull', 'Wade C. Anderson', 'Saiyou Ohshima']",US-9458231-B2,2011,Grant,"['STEM CENTRX LLC', 'AbbVie Stemcentrx LLC', 'DYLLA SCOTT J', 'FOORD ORIT', 'STULL ROBERT A', 'ANDERSON WADE C', 'OHSHIMA SAIYOU', 'STEMCENTRX INC']","[{'id': 'grid.431072.3', 'acronym': 'Abbvie Biotherapeutics, Inc', 'name': 'AbbVie (United States)', 'country_name': 'United States'}]",Modulators and methods of use,,2016.0,3.0
1871,"['pub.1033466269', 'pub.1063183664', 'pub.1031094781', 'pub.1063184586', 'pub.1011542543', 'pub.1022969327', 'pub.1046098852', 'pub.1041498558', 'pub.1012904099', 'pub.1008017340', 'pub.1061516471', 'pub.1061242244', 'pub.1043274067', 'pub.1013767254', 'pub.1011684921', 'pub.1061213544', 'pub.1061405486', 'pub.1061547188', 'pub.1061144737', 'pub.1018456662', 'pub.1053078732', 'pub.1061158887', 'pub.1014677157', 'pub.1039080667', 'pub.1004589195', 'pub.1044706781', 'pub.1061144257', 'pub.1036772796', 'pub.1016758418', 'pub.1063173033', 'pub.1063152483', 'pub.1006330465', 'pub.1061242168', 'pub.1061519401', 'pub.1011006590', 'pub.1036221719', 'pub.1031236059', 'pub.1063175681', 'pub.1031160976', 'pub.1037364242', 'pub.1061422389', 'pub.1051337898', 'pub.1050876897', 'pub.1016882751', 'pub.1090760575', 'pub.1033990664', 'pub.1041000376', 'pub.1042295960', 'pub.1048336657', 'pub.1091181354', 'pub.1063183662', 'pub.1061386692', 'pub.1061443038', 'pub.1010580102', 'pub.1061255557', 'pub.1061165329', 'pub.1017697783', 'pub.1019238948', 'pub.1051925375', 'pub.1090701063', 'pub.1063183707', 'pub.1089621090', 'pub.1063171166', 'pub.1051315984', 'pub.1026209491', 'pub.1109714583', 'pub.1061443283', 'pub.1061163992', 'pub.1063150063', 'pub.1061242613', 'pub.1049856298', 'pub.1061098610', 'pub.1063183746', 'pub.1050172020', 'pub.1061251200', 'pub.1061241133', 'pub.1017957192', 'pub.1090761526', 'pub.1061185905', 'pub.1030531635', 'pub.1062950911', 'pub.1053268562', 'pub.1031562216', 'pub.1052790926', 'pub.1002590498', 'pub.1004068989', 'pub.1016490682', 'pub.1063160935']",2018-05-15,"[{'id': '2746', 'name': '0801 Artificial Intelligence and Image Processing'}]","['Matthias Paulik', 'Henry G. Mason', 'Matthew S. SEIGEL']",US-9972304-B2,2016,Grant,"['Apple Inc', 'APPLE INC']","[{'id': 'grid.455360.1', 'name': 'Apple (United States)', 'country_name': 'United States'}]",Privacy preserving distributed evaluation framework for embedded personalized systems,"[{'id': '498', 'name': 'Behavioral and Social Science'}, {'id': '507', 'name': 'Clinical Research'}]",2018.0,3.0
1872,"['pub.1061405486', 'pub.1061242567', 'pub.1013767254', 'pub.1061255556', 'pub.1026726981', 'pub.1061251200', 'pub.1061242188', 'pub.1050172020', 'pub.1008664794', 'pub.1007983120', 'pub.1017957192', 'pub.1040674135', 'pub.1063184586', 'pub.1061742018', 'pub.1061242473', 'pub.1061518726', 'pub.1061516471', 'pub.1061741943', 'pub.1012153938', 'pub.1061242247', 'pub.1063152483', 'pub.1061386341', 'pub.1061242244', 'pub.1002590498', 'pub.1061242613']",2018-05-01,"[{'id': '2746', 'name': '0801 Artificial Intelligence and Image Processing'}]","['Brian Q. Huppi', 'Anthony M. Fadell', 'Derek B. Barrentine', 'Daniel B. Freeman']",US-9958987-B2,2017,Grant,"['Apple Inc', 'APPLE INC']","[{'id': 'grid.455360.1', 'name': 'Apple (United States)', 'country_name': 'United States'}]",Automated response to and sensing of user activity in portable devices,"[{'id': '337', 'name': 'Bioengineering'}]",2018.0,2.0
1873,"['pub.1004068989', 'pub.1061242168', 'pub.1063152483', 'pub.1063184586', 'pub.1041498558', 'pub.1011542543', 'pub.1061242613', 'pub.1050876897', 'pub.1044706781', 'pub.1061422389', 'pub.1030531635', 'pub.1011684921', 'pub.1063160935', 'pub.1062950911', 'pub.1063175681', 'pub.1036772796', 'pub.1061144737', 'pub.1018456662', 'pub.1053268562', 'pub.1061158887', 'pub.1051337898', 'pub.1043274067', 'pub.1008017340', 'pub.1063183662', 'pub.1022969327', 'pub.1012904099', 'pub.1019238948', 'pub.1031236059', 'pub.1016758418', 'pub.1061251200', 'pub.1036221719', 'pub.1061516471', 'pub.1061144257', 'pub.1063183707', 'pub.1010580102', 'pub.1061242244', 'pub.1041000376', 'pub.1089621090', 'pub.1042295960', 'pub.1061213544', 'pub.1013767254', 'pub.1061519401', 'pub.1090760575', 'pub.1061098610', 'pub.1063183664', 'pub.1031094781', 'pub.1091181354', 'pub.1048336657', 'pub.1002590498', 'pub.1090761526', 'pub.1061405486', 'pub.1053078732', 'pub.1061165329', 'pub.1061547188', 'pub.1061443283', 'pub.1006330465', 'pub.1017957192', 'pub.1016882751', 'pub.1061241133', 'pub.1016490682', 'pub.1063150063', 'pub.1033990664', 'pub.1049856298', 'pub.1033466269', 'pub.1014677157', 'pub.1063173033', 'pub.1109714583', 'pub.1050172020', 'pub.1063183746', 'pub.1061386692', 'pub.1090701063', 'pub.1061443038', 'pub.1031562216', 'pub.1061255557', 'pub.1061185905', 'pub.1061163992', 'pub.1026209491', 'pub.1004589195', 'pub.1063171166', 'pub.1031160976', 'pub.1051315984', 'pub.1017697783', 'pub.1037364242', 'pub.1051925375', 'pub.1039080667']",2017-05-09,"[{'id': '2790', 'name': '0806 Information Systems'}]","['Devang K. Naik', 'Ali S. Mohamed', 'Hong M. Chen']",US-9646609-B2,2015,Grant,"['Apple Inc', 'APPLE INC']","[{'id': 'grid.455360.1', 'name': 'Apple (United States)', 'country_name': 'United States'}]",Caching apparatus for serving phonetic pronunciations,,2017.0,
1874,"['pub.1061386692', 'pub.1011542543', 'pub.1090701063', 'pub.1063183707', 'pub.1052790926', 'pub.1061144257', 'pub.1031160976', 'pub.1061251200', 'pub.1002590498', 'pub.1050172020', 'pub.1061185905', 'pub.1016490682', 'pub.1010580102', 'pub.1016758418', 'pub.1022969327', 'pub.1061519401', 'pub.1004589195', 'pub.1041000376', 'pub.1090760575', 'pub.1033990664', 'pub.1061547188', 'pub.1036221719', 'pub.1011006590', 'pub.1031562216', 'pub.1061213544', 'pub.1061242244', 'pub.1048336657', 'pub.1063171166', 'pub.1049856298', 'pub.1037364242', 'pub.1089621090', 'pub.1061098610', 'pub.1061255557', 'pub.1011684921', 'pub.1036772796', 'pub.1062950911', 'pub.1017957192', 'pub.1026209491', 'pub.1063183746', 'pub.1013767254', 'pub.1051315984', 'pub.1063183662', 'pub.1012904099', 'pub.1008017340', 'pub.1033466269', 'pub.1042295960', 'pub.1050876897', 'pub.1061158887', 'pub.1061443283', 'pub.1063175681', 'pub.1091181354', 'pub.1018456662', 'pub.1017697783', 'pub.1061241133', 'pub.1061242168', 'pub.1061165329', 'pub.1043274067', 'pub.1019238948', 'pub.1061443038', 'pub.1016882751', 'pub.1061422389', 'pub.1004068989', 'pub.1090761526', 'pub.1041498558', 'pub.1061516471', 'pub.1063173033', 'pub.1051337898', 'pub.1014677157', 'pub.1063184586', 'pub.1063183664', 'pub.1006330465', 'pub.1109714583', 'pub.1053268562', 'pub.1063150063', 'pub.1030531635', 'pub.1039080667', 'pub.1063152483', 'pub.1053078732', 'pub.1031236059', 'pub.1061163992', 'pub.1061242613', 'pub.1051925375', 'pub.1061405486', 'pub.1046098852', 'pub.1061144737', 'pub.1044706781', 'pub.1031094781', 'pub.1063160935']",2018-05-08,"[{'id': '3484', 'name': '1702 Cognitive Sciences'}]","['Devang K. Naik', 'Thomas R. Gruber', 'Liam WEINER', 'Justin G. BINDER', 'Charles Srisuwananukorn', 'Gunnar Evermann', 'Shaun Eric WILLIAMS', 'Hong Chen', 'Lia T. Napolitano']",US-9966060-B2,2017,Grant,"['Apple Inc', 'APPLE INC']","[{'id': 'grid.455360.1', 'name': 'Apple (United States)', 'country_name': 'United States'}]",System and method for user-specified pronunciation of words for speech synthesis and recognition,"[{'id': '507', 'name': 'Clinical Research'}, {'id': '469', 'name': 'Rehabilitation'}]",2018.0,
