,id,name,country_name,acronym,grant_id,grant_year,grant_title
2039,grid.498512.3,10X Genomics (United States),United States,,US-10041116-B2,2018,Methods and systems for processing polynucleotides
2040,grid.66875.3a,Mayo Clinic,United States,,WO-2011006161-A3,2010,COMPOSITIONS AND METHODS FOR DIAGNOSING AND TREATING MACULAR DEGENERATION
2041,grid.29857.31,Pennsylvania State University,United States,PSU,WO-2011006161-A3,2010,COMPOSITIONS AND METHODS FOR DIAGNOSING AND TREATING MACULAR DEGENERATION
2042,grid.25879.31,University of Pennsylvania,United States,,WO-2011006161-A3,2010,COMPOSITIONS AND METHODS FOR DIAGNOSING AND TREATING MACULAR DEGENERATION
2043,grid.214458.e,University of Michigan,United States,UM,WO-2011006161-A3,2010,COMPOSITIONS AND METHODS FOR DIAGNOSING AND TREATING MACULAR DEGENERATION
2044,grid.424549.a,Carl Zeiss (Germany),Germany,,EP-2437097-A2,2011,"Microscope system, microscopy method and computer program product"
2045,grid.13097.3c,King's College London,United Kingdom,KCL,WO-2012025746-A1,2011,MEDICAL USE OF HEPARIN-BINDING EGF-LIKE GROWTH FACTOR (HB-EGF)
2046,grid.427855.9,Akebia Therapeutics (United States),United States,,US-9987262-B2,2017,"Solid forms of {[5-(3-chlorophenyl)-3-hydroxypyridine-2-carbonyl]amino}acetic acid, compositions, and uses thereof"
2047,grid.498512.3,10X Genomics (United States),United States,,US-9951386-B2,2017,Methods and systems for processing polynucleotides
2048,grid.497833.2,Positec (China),China,,US-10076575-B2,2014,"Peptide, complex of peptide and siRNA and use thereof"
2049,grid.504095.d,Advanced Genomic Technology (United States),United States,AGT,EP-2742155-A4,2012,"BIOMARKER FOR ALZHEIMER'S DISEASE AND/OR MILD COGNITIVELY IMPAIRMENT, AND USE THEREOF"
2050,grid.261112.7,Northeastern University,United States,NU,EP-3038600-A4,2014,NANOPARTICLE DRUG DELIVERY SYSTEM AND METHOD OF TREATING CANCER AND NEUROTRAUMA
2051,grid.412252.2,Northeastern University,China,NEU,EP-3038600-A4,2014,NANOPARTICLE DRUG DELIVERY SYSTEM AND METHOD OF TREATING CANCER AND NEUROTRAUMA
2052,grid.421513.0,Mallinckrodt (United States),United States,,WO-2014210030-A2,2014,METHODS OF REDUCING THE RISK OF MORTALITY ASSOCIATED WITH A MEDICAL TREATMENT
2053,grid.10698.36,University of North Carolina at Chapel Hill,United States,UNC,US-9618479-B2,2015,Nanofluidic devices for the rapid mapping of whole genomes and related systems and methods of analysis
2054,grid.16872.3a,VU University Medical Center,Netherlands,VUMC,WO-2013124740-A2,2013,BRCA DEFICIENCY PROTEIN AND mRNA SIGNATURES USEFUL IN IDENTIFICATION OF PATIENTS WITH BRCA-DEFICIENT TUMORS AND PREDICTING BENEFIT OF ANTI-CANCER THERAPY IN CANCER PATIENTS
2055,grid.430814.a,Antoni van Leeuwenhoek Hospital,Netherlands,NKI-AVL,WO-2013124740-A2,2013,BRCA DEFICIENCY PROTEIN AND mRNA SIGNATURES USEFUL IN IDENTIFICATION OF PATIENTS WITH BRCA-DEFICIENT TUMORS AND PREDICTING BENEFIT OF ANTI-CANCER THERAPY IN CANCER PATIENTS
2056,grid.498512.3,10X Genomics (United States),United States,,US-9856530-B2,2017,Methods and systems for processing polynucleotides
2057,grid.26009.3d,Duke University,United States,,US-9845481-B2,2016,Synthetic regulation of gene expression
2058,grid.421513.0,Mallinckrodt (United States),United States,,US-20140377377-A1,2014,METHODS OF REDUCING THE RISK OF MORTALITY ASSOCIATED WITH A MEDICAL TREATMENT
2059,grid.239395.7,Beth Israel Deaconess Medical Center,United States,BIDMC,US-9329190-B2,2012,Assays and methods of treatment relating to vitamin D insufficiency
2060,grid.32224.35,Massachusetts General Hospital,United States,MGH,US-9329190-B2,2012,Assays and methods of treatment relating to vitamin D insufficiency
2061,grid.32224.35,Massachusetts General Hospital,United States,MGH,US-9052308-B2,2013,Assays and methods of treatment relating to vitamin D insufficiency
2062,grid.239395.7,Beth Israel Deaconess Medical Center,United States,BIDMC,US-9052308-B2,2013,Assays and methods of treatment relating to vitamin D insufficiency
2063,grid.430814.a,Antoni van Leeuwenhoek Hospital,Netherlands,NKI-AVL,WO-2012090073-A2,2011,METHODS AND COMPOSITIONS FOR PREDICTING CHEMOTHERAPY SENSITIVITY
2064,grid.498512.3,10X Genomics (United States),United States,,US-10053723-B2,2017,Capsule array devices and methods of use
2065,grid.417284.c,Philips (Netherlands),Netherlands,,WO-2013114257-A3,2013,IMAGING APPARATUS FOR IMAGING AN OBJECT
2066,grid.418621.8,Philips (Germany),Germany,,WO-2013114257-A3,2013,IMAGING APPARATUS FOR IMAGING AN OBJECT
2067,grid.239395.7,Beth Israel Deaconess Medical Center,United States,BIDMC,US-9606131-B2,2015,Assays and methods of treatment relating to vitamin D insufficiency
2068,grid.32224.35,Massachusetts General Hospital,United States,MGH,US-9606131-B2,2015,Assays and methods of treatment relating to vitamin D insufficiency
2069,grid.417467.7,Mayo Clinic,United States,,US-8119348-B2,2010,Compositions and methods for diagnosing and treating macular degeneration
2070,grid.29857.31,Pennsylvania State University,United States,PSU,US-8119348-B2,2010,Compositions and methods for diagnosing and treating macular degeneration
2071,grid.214458.e,University of Michigan,United States,UM,US-8119348-B2,2010,Compositions and methods for diagnosing and treating macular degeneration
2072,grid.66875.3a,Mayo Clinic,United States,,US-8119348-B2,2010,Compositions and methods for diagnosing and treating macular degeneration
2073,grid.25879.31,University of Pennsylvania,United States,,US-8119348-B2,2010,Compositions and methods for diagnosing and treating macular degeneration
2074,grid.51462.34,Memorial Sloan Kettering Cancer Center,United States,MSK,US-9315585-B2,2011,Anti-GD2 antibodies
2075,grid.51462.34,Memorial Sloan Kettering Cancer Center,United States,MSK,WO-2012109659-A1,2012,"HLA-RESTRICTED, PEPTIDE-SPECIFIC ANTIGEN BINDING PROTEINS"
2076,grid.419405.d,MannKind Corporation (United States),United States,,US-9446133-B2,2014,Dry powder inhaler and system for drug delivery
2077,grid.419405.d,MannKind Corporation (United States),United States,,US-9675674-B2,2016,Diketopiperazine salts for drug delivery and related methods
2078,grid.431072.3,AbbVie (United States),United States,"Abbvie Biotherapeutics, Inc",US-9963459-B1,2017,"Processes for the preparation of (3S,4R)-3-ethyl-4-(3H-imidazo[1,2-alpla]pyrrolo[2,3-e]-pyrazin-8-YL)-N-(2,2,2-Trifluoroethyl)pyrrol and solid state forms thereof"
2079,grid.433329.c,Arena Pharmaceuticals (United States),United States,,US-8026212-B2,2010,Methods of preparing pharmaceutical compositions comprising GPR119 agonists having the effect of glucose-dependent insulinotropic peptide secretatgogues
2080,grid.418707.d,Unilever (United Kingdom),United Kingdom,,WO-2014095257-A1,2013,EUTECTIC MIXTURES IN PERSONAL CARE COMPOSITIONS
2081,grid.10761.31,Unilever (Netherlands),Netherlands,,WO-2014095257-A1,2013,EUTECTIC MIXTURES IN PERSONAL CARE COMPOSITIONS
2082,grid.471126.7,Unilever (United States),United States,,WO-2014095257-A1,2013,EUTECTIC MIXTURES IN PERSONAL CARE COMPOSITIONS
2083,grid.431072.3,AbbVie (United States),United States,"Abbvie Biotherapeutics, Inc",US-10017517-B2,2018,"Processes for the preparation of (3S,4R)-3-ethyl-4-(3H-imidazo[1,2-α]pyrrolo[2,3-e]-pyrazin-8-yl)-N-(2,2,2-trifluorethyl)pyrrolidine-1-carboxamide and solid state forms thereof"
2084,grid.419405.d,MannKind Corporation (United States),United States,,US-9796688-B2,2016,Catalysis of diketopiperazine synthesis
2085,grid.5406.7,Siemens (Germany),Germany,,DE-102015224162-A1,2015,Method for determining a movement information and a magnetic resonance device describing a movement in an at least partially moved examination area
2086,grid.51462.34,Memorial Sloan Kettering Cancer Center,United States,MSK,EP-3006467-A1,2012,"HLA-RESTRICTED, PEPTIDE-SPECIFIC ANTIGEN BINDING PROTEINS"
2087,grid.254880.3,Dartmouth College,United States,,US-9790278-B2,2013,"Anti-B7-H6 antibody, fusion proteins, and methods of using the same"
2088,grid.254880.3,Dartmouth College,United States,,US-9822340-B1,2016,T-cell receptor-deficient T cell compositions
2089,grid.431072.3,AbbVie (United States),United States,"Abbvie Biotherapeutics, Inc",US-9879018-B2,2017,"Processes for the preparation of (3S,4R)-3-ethyl-4-(3H-imidazo[1,2-α]pyrrolo[2,3-e]-pyrazin-8-yl)-N-(2,2,2-trifluoroethyl and solid state forms thereof"
2090,grid.417993.1,MSD (United States),United States,MSD,US-9193729-B2,2013,Inhibiting transient receptor potential ion channel TRPA1
2091,grid.471126.7,Unilever (United States),United States,,US-9744109-B2,2013,Eutectic mixtures in personal care compositions
2092,grid.419405.d,MannKind Corporation (United States),United States,,US-9364619-B2,2009,Interactive apparatus and method for real-time profiling of inhalation efforts
2093,grid.55460.32,The University of Texas System,United States,UT System,EP-2790738-A4,2012,COLLATERAL GENE INACTIVATION BIOMARKERS AND TARGETS FOR CANCER THERAPY
2094,grid.65499.37,Dana-Farber Cancer Institute,United States,,EP-2790738-A4,2012,COLLATERAL GENE INACTIVATION BIOMARKERS AND TARGETS FOR CANCER THERAPY
2095,grid.30389.31,University of California System,United States,,US-9940844-B2,2011,Enhancing cognition in the presence of distraction and/or interruption
2096,grid.7429.8,French Institute of Health and Medical Research,France,INSERM,WO-2011045349-A2,2010,METHODS FOR DIAGNOSING AND TREATING A PATHOLOGY ASSOCIATED WITH A SYNONYMOUS MUTATION OCCURING WITHIN A GENE OF INTEREST
2097,grid.254880.3,Dartmouth College,United States,,US-9821011-B1,2016,T-cell receptor-deficient T cell compositions
2098,grid.254880.3,Dartmouth College,United States,,US-9663763-B2,2016,T-cell receptor-deficient T cell compositions
2099,grid.254880.3,Dartmouth College,United States,,US-9938497-B2,2015,T cell receptor-deficient T cell compositions
2100,grid.6572.6,University of Birmingham,United Kingdom,,WO-2014140509-A1,2013,DIAGNOSIS AND TREATMENT OF ARTHRITIC CONDITIONS
2101,grid.418707.d,Unilever (United Kingdom),United Kingdom,,WO-2014095255-A1,2013,EUTECTIC MIXTURES IN PERSONAL CARE COMPOSITIONS
2102,grid.10761.31,Unilever (Netherlands),Netherlands,,WO-2014095255-A1,2013,EUTECTIC MIXTURES IN PERSONAL CARE COMPOSITIONS
2103,grid.471126.7,Unilever (United States),United States,,WO-2014095255-A1,2013,EUTECTIC MIXTURES IN PERSONAL CARE COMPOSITIONS
2104,grid.419405.d,MannKind Corporation (United States),United States,,US-9983108-B2,2014,"Apparatus, system and method for measuring resistance of an inhaler"
2105,grid.2515.3,Boston Children's Hospital,United States,,US-9884913-B2,2017,Antibody molecules to TIM-3 and uses thereof
2106,grid.414197.e,Dayton Children's Hospital,United States,,US-9884913-B2,2017,Antibody molecules to TIM-3 and uses thereof
2107,grid.414196.f,Children's Medical Center,United States,,US-9884913-B2,2017,Antibody molecules to TIM-3 and uses thereof
2108,grid.419481.1,Novartis (Switzerland),Switzerland,,US-9884913-B2,2017,Antibody molecules to TIM-3 and uses thereof
2109,grid.65499.37,Dana-Farber Cancer Institute,United States,,US-9884913-B2,2017,Antibody molecules to TIM-3 and uses thereof
2110,grid.433329.c,Arena Pharmaceuticals (United States),United States,,US-8017574-B2,2010,Methods of preparing pharmaceutical compositions comprising GPR119 agonists having the effect of glucose-dependent insulinotropic peptide secretagogues
2111,grid.419405.d,MannKind Corporation (United States),United States,,US-9700690-B2,2014,Inhalation apparatus
2112,grid.419405.d,MannKind Corporation (United States),United States,,US-9630930-B2,2014,Diketopiperazine microparticles with defined specific surface areas
2113,grid.419405.d,MannKind Corporation (United States),United States,,US-9364436-B2,2012,High capacity diketopiperazine microparticles and methods
2114,grid.419405.d,MannKind Corporation (United States),United States,,US-9241903-B2,2013,Method for improving the pharmaceutic properties of microparticles comprising diketopiperazine and an active agent
2115,grid.5406.7,Siemens (Germany),Germany,,DE-102015224162-B4,2015,Method for determining a movement information and a magnetic resonance device describing a movement in an at least partially moved examination area
2116,grid.5337.2,University of Bristol,United Kingdom,,WO-2011064577-A1,2010,CONTRAST AGENTS FOR MEDICAL MICROWAVE IMAGING
2117,grid.419405.d,MannKind Corporation (United States),United States,,US-9943571-B2,2013,Use of ultrarapid acting insulin
2118,grid.419405.d,MannKind Corporation (United States),United States,,US-9802012-B2,2013,Dry powder drug delivery system and methods
2119,grid.419405.d,MannKind Corporation (United States),United States,,US-9801925-B2,2015,Potentiation of glucose elimination
2120,grid.499713.1,Brain (Germany),Germany,,EP-3153161-A1,2012,SMALL MOLECULE INHIBITORS OF TRPA1
2121,grid.431072.3,AbbVie (United States),United States,"Abbvie Biotherapeutics, Inc",US-9879019-B2,2017,"Processes for the preparation of (3S,4R)-3-ethyl-4-(3H-imidazo[1,2-α]pyrrolo[2,3-e]-pyrazin-8-yl)-N-(2,2,2-trifluoroethyl)pyrrolidine-1-carboxamide and solid state forms thereof"
2122,grid.32224.35,Massachusetts General Hospital,United States,MGH,US-9737525-B2,2014,Small molecule activators of NRF2 pathway
2123,grid.30389.31,University of California System,United States,,US-9737525-B2,2014,Small molecule activators of NRF2 pathway
2124,grid.55460.32,The University of Texas System,United States,UT System,US-9452182-B2,2012,Collateral gene inactivation biomarkers and targets for cancer therapy
2125,grid.65499.37,Dana-Farber Cancer Institute,United States,,US-9452182-B2,2012,Collateral gene inactivation biomarkers and targets for cancer therapy
2126,grid.419405.d,MannKind Corporation (United States),United States,,US-9339615-B2,2013,Dry powder inhaler and system for drug delivery
2127,grid.419405.d,MannKind Corporation (United States),United States,,US-9220687-B2,2014,Substituted diketopiperazine analogs for use as drug delivery agents
2128,grid.27235.31,United States Department of Health and Human Services,United States,DHHS,US-10072078-B2,2013,M971 chimeric antigen receptors
2129,grid.419405.d,MannKind Corporation (United States),United States,,US-10046031-B2,2017,Use of ultrarapid acting insulin
2130,grid.419405.d,MannKind Corporation (United States),United States,,US-9511198-B2,2013,Dry powder inhaler and system for drug delivery
2131,grid.419405.d,MannKind Corporation (United States),United States,,US-9717689-B2,2016,Method of drug formulation based on increasing the affinity of crystalline microparticle surfaces for active agents
2132,grid.419405.d,MannKind Corporation (United States),United States,,US-9925144-B2,2014,Heat-stable dry powder pharmaceutical compositions and methods
2133,grid.419405.d,MannKind Corporation (United States),United States,,US-9662461-B2,2016,Dry powder drug delivery system and methods
2134,grid.32224.35,Massachusetts General Hospital,United States,MGH,US-9486447-B2,2012,Compositions and methods for controlling neuronal excitation
2135,grid.417574.4,Abbott (United States),United States,,US-8183349-B2,2010,Markers of XMRV infection and uses thereof
2136,grid.2515.3,Boston Children's Hospital,United States,,US-9605070-B2,2015,Antibody molecules to TIM-3 and uses thereof
2137,grid.419481.1,Novartis (Switzerland),Switzerland,,US-9605070-B2,2015,Antibody molecules to TIM-3 and uses thereof
2138,grid.65499.37,Dana-Farber Cancer Institute,United States,,US-9605070-B2,2015,Antibody molecules to TIM-3 and uses thereof
2139,grid.21729.3f,Columbia University,United States,CU,US-8604080-B2,2008,High dose glycine as a treatment for obsessive-compulsive disorder and obsessive compulsive spectrum disorders
2140,grid.433329.c,Arena Pharmaceuticals (United States),United States,,US-8486646-B2,2010,Methods of using a G protein-coupled receptor to identify peptide YY (PYY) secretagogues
2141,grid.1374.1,University of Turku,Finland,,WO-2018011474-A1,2017,LECTIN-BASED DIAGNOSTICS OF CANCERS
2142,grid.38142.3c,Harvard University,United States,,WO-2013028843-A1,2012,PEPTIDE NANOPARTICLES AND USES THEREOF
2143,grid.51462.34,Memorial Sloan Kettering Cancer Center,United States,MSK,US-9688772-B2,2015,Anti-GD2 antibodies
2144,grid.419481.1,Novartis (Switzerland),Switzerland,,WO-2013057687-A3,2012,BIOMARKERS PREDICTIVE OF RESPONSIVENESS TO ALPHA 7 NICOTINIC ACETYLCHOLINE RECEPTOR ACTIVATOR TREATMENT
2145,grid.419405.d,MannKind Corporation (United States),United States,,US-9446001-B2,2015,Increasing drug affinity for crystalline microparticle surfaces
2146,grid.499713.1,Brain (Germany),Germany,,WO-2012152940-A2,2012,SMALL MOLECULE INHIBITORS OF TRPA1
2147,grid.255364.3,East Carolina University,United States,ECU,US-9974831-B2,2016,Methods of reducing myocardial injury following myocardial infarction
2148,grid.27235.31,United States Department of Health and Human Services,United States,DHHS,US-9868774-B2,2012,Anti-CD22 chimeric antigen receptors
2149,grid.411327.2,Heinrich Heine University Düsseldorf,Germany,HHU,WO-2011124725-A1,2011,RAD51C AS A HUMAN CANCER SUSCEPTIBILITY GENE
2150,grid.6190.e,University of Cologne,Germany,,WO-2011124725-A1,2011,RAD51C AS A HUMAN CANCER SUSCEPTIBILITY GENE
2151,grid.476640.7,ORASIS Pharmaceuticals (Israel),Israel,,US-9867810-B1,2017,Ophthalmic pharmaceutical compositions and uses relating thereto
2152,grid.254880.3,Dartmouth College,United States,,US-9833476-B2,2012,NKP30 receptor targeted therapeutics
2153,grid.418151.8,AstraZeneca (Sweden),Sweden,,WO-2012050512-A1,2011,TRPA1 RECEPTOR ANTAGONIST
2154,grid.38142.3c,Harvard University,United States,,US-8828928-B2,2012,Amphiphilic peptides and peptide particles
2155,grid.5335.0,University of Cambridge,United Kingdom,,US-9963681-B2,2012,Cellular substrate for nuclear reprogramming
2156,grid.492560.c,Algomedix (United States),United States,,US-9951046-B2,2016,TRPA1 modulators
2157,grid.152963.a,Torrey Pines Institute For Molecular Studies,United States,TPIMS,US-9610351-B2,2015,Methods and compositions for treating pain
2158,grid.419405.d,MannKind Corporation (United States),United States,,US-9610351-B2,2015,Methods and compositions for treating pain
2159,grid.419405.d,MannKind Corporation (United States),United States,,US-9655850-B2,2015,Substituted diketopiperazine analogs for use as drug delivery agents
2160,grid.419405.d,MannKind Corporation (United States),United States,,US-9346766-B2,2014,Catalysis of diketopiperazine synthesis
2161,grid.152963.a,Torrey Pines Institute For Molecular Studies,United States,TPIMS,US-9233159-B2,2012,Methods and compositions for treating pain
2162,grid.419405.d,MannKind Corporation (United States),United States,,US-9233159-B2,2012,Methods and compositions for treating pain
2163,grid.419405.d,MannKind Corporation (United States),United States,,US-9192675-B2,2013,Dry powder inhaler and system for drug delivery
2164,grid.7839.5,Goethe University Frankfurt,Germany,,EP-3207926-A1,2016,OXIDIZED LIPIDS IN THE TREATMENT OF CHRONIC OR NEUROPATHIC PAIN
2165,grid.4561.6,Fraunhofer Society,Germany,FHG,EP-3207926-A1,2016,OXIDIZED LIPIDS IN THE TREATMENT OF CHRONIC OR NEUROPATHIC PAIN
2166,grid.437356.0,Protagen (Germany),Germany,,WO-2017216323-A2,2017,MARKER SEQUENCES FOR MANAGING THE THERAPY OF RHEUMATOID ARTHRITIS PATIENTS
2167,grid.433329.c,Arena Pharmaceuticals (United States),United States,,US-8026074-B2,2010,Methods of using GPR119 to identify compounds useful for increasing bone mass in an individual
2168,grid.499713.1,Brain (Germany),Germany,,US-9440993-B2,2012,Small molecule inhibitors of TRPA1
2169,grid.431072.3,AbbVie (United States),United States,"Abbvie Biotherapeutics, Inc",US-9951080-B2,2017,"Processes for the preparation of (3S,4R)-3-ethyl-4-(3H-imidazo[1,2-alpha]pyrrolo[2,3-e]-pyrazin-8-yl)-N-(2,2,2-trifluoroethyl)pyrrolidine-1-carboxamide and solid state forms thereof"
2170,grid.499713.1,Brain (Germany),Germany,,US-10000438-B2,2016,Small molecule inhibitors of TRPA1
2171,grid.266185.e,University of Colorado System,United States,CU,EP-3252169-A1,2014,METHODS FOR PREDICTING RISK OF INTERSTITIAL PNEUMONIA
2172,grid.266190.a,University of Colorado Boulder,United States,UCB,EP-3252169-A1,2014,METHODS FOR PREDICTING RISK OF INTERSTITIAL PNEUMONIA
2173,grid.417993.1,MSD (United States),United States,MSD,US-9394308-B2,2014,Inhibiting the transient receptor potential A1 ion channel
2174,grid.254880.3,Dartmouth College,United States,,US-9957480-B2,2015,T cell receptor-deficient T cell compositions
2175,grid.419405.d,MannKind Corporation (United States),United States,,US-9706944-B2,2015,Apparatus and method for simulating inhalation efforts
2176,grid.437356.0,Protagen (Germany),Germany,,EP-3258268-A1,2016,MARKER SEQUENCES FOR MANAGING TREATMENT OF PATIENTS SUFFERING FROM RHEUMATOID ARTHRITIS
2177,grid.11486.3a,Flanders Institute for Biotechnology,Belgium,VIB,US-8758748-B2,2010,Anti-angiogenic therapy
2178,grid.488354.6,Thrombogenics (Belgium),Belgium,,US-8758748-B2,2010,Anti-angiogenic therapy
2179,grid.428080.6,Life Sciences Research Partners,Belgium,,US-8758748-B2,2010,Anti-angiogenic therapy
2180,grid.38142.3c,Harvard University,United States,,US-9328162-B2,2011,Therapeutic compositions for the treatment of dry eye disease
2181,grid.32224.35,Massachusetts General Hospital,United States,MGH,US-9828583-B2,2013,Isolated human lung progenitor cells and uses thereof
2182,grid.170693.a,University of South Florida,United States,USF,US-9695262-B2,2012,Molecularly imprinted polymers having affinity for natriuretic peptides
2183,grid.32224.35,Massachusetts General Hospital,United States,MGH,WO-2013106677-A1,2013,ISOLATED HUMAN LUNG PROGENITOR CELLS AND USES THEREOF
2184,grid.32224.35,Massachusetts General Hospital,United States,MGH,EP-2726601-A1,2012,COMPOSITIONS AND METHODS FOR ENHANCING BIOENERGETIC STATUS IN FEMALE GERM CELLS
2185,grid.38142.3c,Harvard University,United States,,EP-2726601-A1,2012,COMPOSITIONS AND METHODS FOR ENHANCING BIOENERGETIC STATUS IN FEMALE GERM CELLS
2186,grid.480357.d,Research Corporation Technologies (United States),United States,RCT,EP-2545162-A4,2011,VIABLE GRAM NEGATIVE BACTERIA LACKING OUTER MEMBRANE AGONISTS OF TLR4/MD-2
2187,grid.164295.d,"University of Maryland, College Park",United States,UMCP,EP-2964254-A1,2014,IMMUNOTHERAPEUTIC POTENTIAL OF MODIFIED LIPOOLIGOSACCHARIDES/LIPID A
2188,grid.411024.2,"University of Maryland, Baltimore",United States,UMAB,EP-2964254-A1,2014,IMMUNOTHERAPEUTIC POTENTIAL OF MODIFIED LIPOOLIGOSACCHARIDES/LIPID A
2189,grid.34477.33,University of Washington,United States,UW,EP-2964254-A1,2014,IMMUNOTHERAPEUTIC POTENTIAL OF MODIFIED LIPOOLIGOSACCHARIDES/LIPID A
2190,grid.480357.d,Research Corporation Technologies (United States),United States,RCT,US-9068186-B2,2011,Viable gram negative bacteria lacking outer membrane agonists of TLR4/MD-2
2191,grid.418722.a,Celgene (United States),United States,Celgene,US-9056120-B2,2013,Methods of treating myelodysplastic syndromes with a combination therapy using lenalidomide and azacitidine
2192,grid.11486.3a,Flanders Institute for Biotechnology,Belgium,VIB,US-9085617-B2,2014,Anti-angiogenic therapy
2193,grid.428080.6,Life Sciences Research Partners,Belgium,,US-9085617-B2,2014,Anti-angiogenic therapy
2194,grid.488354.6,Thrombogenics (Belgium),Belgium,,US-9085617-B2,2014,Anti-angiogenic therapy
2195,grid.32224.35,Massachusetts General Hospital,United States,MGH,EP-2726601-A4,2012,COMPOSITIONS AND METHODS FOR ENHANCING BIOENERGETIC STATUS IN FEMALE GERM CELLS
2196,grid.38142.3c,Harvard University,United States,,EP-2726601-A4,2012,COMPOSITIONS AND METHODS FOR ENHANCING BIOENERGETIC STATUS IN FEMALE GERM CELLS
2197,grid.411024.2,"University of Maryland, Baltimore",United States,UMAB,EP-2964254-A4,2014,IMMUNOTHERAPEUTIC POTENTIAL OF MODIFIED LIPOOLIGOSACCHARIDES/LIPID A
2198,grid.164295.d,"University of Maryland, College Park",United States,UMCP,EP-2964254-A4,2014,IMMUNOTHERAPEUTIC POTENTIAL OF MODIFIED LIPOOLIGOSACCHARIDES/LIPID A
2199,grid.34477.33,University of Washington,United States,UW,EP-2964254-A4,2014,IMMUNOTHERAPEUTIC POTENTIAL OF MODIFIED LIPOOLIGOSACCHARIDES/LIPID A
2200,grid.497188.b,ServiceNow (United States),United States,,US-9280739-B2,2013,Computer implemented system for automating the generation of a business decision analytic model
2201,grid.418722.a,Celgene (United States),United States,Celgene,US-8404717-B2,2011,Methods of treating myelodysplastic syndromes using lenalidomide
2202,grid.433367.6,Danone (France),France,,US-9198940-B2,2011,Probiotic strains for use in improving the enteric nervous system
2203,grid.5342.0,Ghent University,Belgium,,US-7867490-B2,2006,Treatment of liver cirrhosis and its complications
2204,grid.11486.3a,Flanders Institute for Biotechnology,Belgium,VIB,US-7867490-B2,2006,Treatment of liver cirrhosis and its complications
2205,grid.428080.6,Life Sciences Research Partners,Belgium,,US-7867490-B2,2006,Treatment of liver cirrhosis and its complications
2206,grid.5333.6,Swiss Federal Institute of Technology in Lausanne,Switzerland,EPFL,EP-3272878-A1,2016,METHODS OF DIAGNOSING AND TREATMENT OF ALZHEIMER'S DISEASE
2207,grid.7722.0,Institute for Research in Biomedicine,Spain,,EP-3272878-A1,2016,METHODS OF DIAGNOSING AND TREATMENT OF ALZHEIMER'S DISEASE
2208,grid.418722.a,Celgene (United States),United States,Celgene,US-8404716-B2,2010,Methods of treating myelodysplastic syndromes with a combination therapy using lenalidomide and azacitidine
2209,grid.488354.6,Thrombogenics (Belgium),Belgium,,WO-2017153567-A1,2017,POSTERIOR OCULAR FIBROSIS INHIBITION BY ANTAGONIZING PLACENTAL GROWTH FACTOR
2210,grid.83440.3b,University College London,United Kingdom,UCL,WO-2013124659-A1,2013,BIOMARKER FOR AGE-RELATED MACULAR DEGENERATION (AMD)
2211,grid.32224.35,Massachusetts General Hospital,United States,MGH,US-9737525-B2,2014,Small molecule activators of NRF2 pathway
2212,grid.30389.31,University of California System,United States,,US-9737525-B2,2014,Small molecule activators of NRF2 pathway
2213,grid.433267.7,Takara (France),France,,WO-2018073391-A1,2017,TARGETED GENE INSERTION FOR IMPROVED IMMUNE CELLS THERAPY
2214,grid.480357.d,Research Corporation Technologies (United States),United States,RCT,EP-2545162-A1,2011,VIABLE GRAM NEGATIVE BACTERIA LACKING OUTER MEMBRANE AGONISTS OF TLR4/MD-2
2215,grid.418195.0,Babraham Institute,United Kingdom,,WO-2017208001-A1,2017,BIOMARKERS FOR PLATELET DISORDERS
2216,grid.487196.5,Nuvo Pharmaceuticals (Canada),Canada,,US-9861579-B2,2015,Foamable formulation
2217,grid.476560.6,Nuvo Pharmaceuticals (Germany),Germany,,US-9861579-B2,2015,Foamable formulation
2218,grid.16753.36,Northwestern University,United States,NU,US-9173897-B2,2011,Molecular targets for ALS and related disorders
2219,grid.62560.37,Brigham and Women's Hospital,United States,BWH,US-9539281-B2,2012,"Lipid-containing PSA compositions, methods of isolation and methods of use thereof"
2220,grid.12082.39,University of Sussex,United Kingdom,,WO-2013038200-A3,2012,NEURODEVELOPMENTAL DISORDERS
2221,grid.13097.3c,King's College London,United Kingdom,KCL,WO-2012063028-A1,2011,CONJUGATES AND THEIR USES IN MOLECULAR IMAGING
2222,grid.37172.30,Korea Advanced Institute of Science and Technology,South Korea,KAIST,WO-2015088072-A1,2013,METHOD FOR PRODUCING ENDOCRINE AGGREGATE OF INSULIN-PRODUCING BETA CELLS FROM HUMAN PLURIPOTENT STEM CELLS
2223,grid.13097.3c,King's College London,United Kingdom,KCL,AU-2011327931-B2,2011,Conjugates and their uses in molecular imaging
2224,grid.14925.3b,Institut Gustave Roussy,France,,WO-2012028679-A3,2011,PROGNOSTIC AND/OR PREDICTIVE BIOMARKERS AND BIOLOGICAL APPLICATIONS THEREOF
2225,grid.13097.3c,King's College London,United Kingdom,KCL,US-9138495-B2,2011,Conjugates and their uses in molecular imaging
2226,grid.476560.6,Nuvo Pharmaceuticals (Germany),Germany,,US-9107823-B2,2012,Foamable formulation
2227,grid.487196.5,Nuvo Pharmaceuticals (Canada),Canada,,US-9107823-B2,2012,Foamable formulation
2228,grid.480357.d,Research Corporation Technologies (United States),United States,RCT,US-9458454-B2,2012,Viable gram negative bacteria with reduced proteolytic activity lacking outer membrane agonists of TLR4/MD-2
